alpha,beta,p_stay_noreward,p_stay_reward
0.17641945,0.26873643,0.54399083,0.60948689
0.24926708,0.11117949,0.5619961,0.58914853
0.045246944,0.32042249,0.51130981,0.59041215
0.1215679,0.28568827,0.5303546,0.60042978
0.085314873,0.084798399,0.52131579,0.54242605
0.21292824,0.18001883,0.55303185,0.59699194
0.15008955,0.14324844,0.53745211,0.57281313
0.17911117,0.037015692,0.54465847,0.55382237
0.24397957,0.13865343,0.56069412,0.59450799
0.085632084,0.26802059,0.52139495,0.58750306
0.16253166,0.25056854,0.5405437,0.60183101
0.15020168,0.11619027,0.53747998,0.56620692
0.17251526,0.26405453,0.54302217,0.60744138
0.16685744,0.17906511,0.54161785,0.58562846
0.18435841,0.16440827,0.5459595,0.58631847
0.20127529,0.21088824,0.55014963,0.60160654
0.10885459,0.12918107,0.52718681,0.55922951
0.24329961,0.20397584,0.56052662,0.60999125
0.1392293,0.16573577,0.53475121,0.57565582
0.10093484,0.2177092,0.52521231,0.57899376
0.064795375,0.20961328,0.51619318,0.5681749
0.26091014,0.16894656,0.56486001,0.60583945
0.16550868,0.29925279,0.54128297,0.61414312
0.14574482,0.16029093,0.53637185,0.57591734000000006
0.12283606,0.26400299,0.53067046,0.59552153
0.1422567,0.36497766,0.53550432,0.62415792
0.18318825,0.1410259,0.54566942,0.58035093
0.19408267,0.19279127,0.54836893,0.59552994
0.11180054,0.2359307,0.52792106,0.5860673
0.18952957,0.13437041,0.54724106,0.58027441
0.15332604,0.16900619,0.53825659,0.57989253
0.1425106,0.28094629,0.53556747,0.60431016
0.23578624,0.059104391,0.55867497,0.57319302
0.16140049,0.24136542,0.54026276,0.59935202
0.15018222,0.19757728,0.53747514,0.58607416
0.11739777,0.26193967,0.52931578,0.59371329
0.18013989,0.23618519,0.54491358,0.60260354
0.10105583,0.18549299,0.52524248,0.57115102
0.13486064,0.25582986,0.53366415,0.59644891
0.18507807,0.12826084,0.54613789,0.57770004
0.16804221,0.13282016,0.54191197,0.57465331
0.26037821,0.17473322,0.56472926,0.60709357
0.29277356,0.20941483,0.57267501,0.62297347
0.25923827,0.22190129,0.56444903,0.61801693
0.19525237,0.042860182,0.5486586,0.55924847
0.19078832,0.14358216,0.54755292,0.5828224
0.19078832,0.14358216,0.54755292,0.5828224
0.11156061,0.30304675,0.52786126,0.60219212
0.086707451,0.34467997,0.52166329,0.60620492
0.070465081,0.28939326,0.51760898,0.58900614
0.070465081,0.28939326,0.51760898,0.58900614
0.13334576,0.32470438,0.53328713,0.61255151
0.1722617,0.28803095,0.54295925,0.6130836
0.15741592,0.27975897,0.53927292,0.60758566
0.10760632,0.25292734,0.52687565,0.58916961
0.18919423,0.2483255,0.54715798,0.60766787
0.25056251,0.17305963,0.56231495,0.60434967
0.28711633,0.18208144,0.57129002,0.61519386
0.26180363,0.1620209,0.56507961,0.60439806
0.027309871,0.3829581,0.50682704,0.60115213
0.047305643,0.41240947,0.51182421,0.61294659
0.04257411,0.43966088,0.51064192,0.6182755
0.063520728,0.43170826,0.51587484,0.62133747
0.057861563,0.13706292,0.51446136,0.54857741
0.080809891,0.16047633,0.52019149,0.56003059
0.034890827,0.38388182,0.50872182,0.60318952
0.064012177,0.28543529,0.51599758,0.58648359
0.057224473,0.35046756,0.51430222,0.60053434000000006
0.092971114,0.39244392,0.52322605,0.61902574
0.05683436,0.35721078,0.51420477,0.60205743
0.037698,0.32437548,0.50942338,0.58954227
0.19095858,0.19927846,0.5475951,0.59633976
0.19559115,0.20727401,0.5487425,0.59937585
0.20317104,0.012364958,0.55061876,0.55367636
0.20158593,0.19814703,0.55022651,0.5986235
0.11777121,0.23206241,0.52940882,0.58657723
0.16496939,0.19899813,0.54114907,0.59000052
0.19377781,0.13443119,0.54829343,0.58132354
0.23042665,0.12106985,0.55735312,0.58698043
0.22647218,0.022460274,0.55637729,0.56191372
0.25275071,0.16600846,0.56285343,0.60318629
0.2675758,0.18970441,0.56649767,0.61236877
0.13185202,0.1552123,0.53291533,0.57127728
0.095420653,0.3731302,0.52383708,0.6150407
0.10042921,0.295141,0.52508622,0.59762289
0.21747974,0.077375336,0.55415665,0.57318432
0.22835979,0.10572731,0.55684314,0.5827535
0.16087995,0.20622038,0.54013346,0.59075813
0.18885281,0.15884882,0.54707338,0.58606012
0.19009233,0.16167271,0.54738049,0.58704553
0.22639004,0.090955624,0.55635701,0.57867723
0.23682511,0.16314745,0.5589311,0.59868107
0.24442565,0.20560609,0.56080399,0.61064678
0.14686391,0.19161364,0.53665013,0.58382066
0.20519044,0.20930384,0.55111838,0.60216503
0.15966223,0.10433188,0.53983098,0.56561788
0.15043822,0.31643488,0.53753878,0.6146434
0.13019735,0.27238808,0.53250343,0.59930868
0.063671498000000007,0.18405505,0.5159125,0.56161685
0.18774275,0.16396101,0.54679831,0.58703068
0.23184068,0.20248151,0.55770194,0.60690529
0.21397834,0.1865939,0.5532914,0.59882514
0.2202889,0.11425373,0.55485059,0.58286426
0.21187876,0.097659078,0.55277241,0.57677245
0.064974722,0.34018691,0.51623797,0.59992716
0.20546735,0.15092646,0.55118688,0.5881672
0.18967519,0.16121613,0.54727714,0.58683371
0.15626248,0.25002743,0.53898632,0.60019793
0.060293546,0.3487247,0.51506882,0.60085245
0.091231377,0.28409518,0.52279204,0.59274543
0.153862,0.35559578,0.53838979,0.62467936
0.068460997,0.32715502,0.51710857,0.59763391
0.074135366,0.34311866,0.51852536,0.60282598
0.048521235,0.31289373,0.51212793,0.58938292
0.19761599,0.19204659,0.54924385,0.59620147
0.18885582,0.11961586,0.54707412,0.57651217
0.18841482,0.10953135,0.54696485,0.57394036
0.19875697,0.19332753,0.54952631,0.5967844
0.20469174,0.25375948,0.55099501,0.6126467
0.12874187,0.22992477,0.53214109,0.58871763
0.14215321,0.083742103,0.53547858,0.5562349
0.22511216,0.18952356,0.55604158,0.60219891
0.17140734,0.20541258,0.54274723,0.59310588
0.18840144,0.24909468,0.54696153,0.60766225
0.17818957,0.11715428,0.5444299,0.57330389
0.21067741,0.19965599,0.5524754,0.60116782
0.14099929,0.2835763,0.53519154,0.60457763
0.22376565,0.14997045,0.55570916,0.59236144
0.088055922,0.34133098,0.52199977,0.60572726
0.024076185,0.3615657,0.50601876,0.59523313
0.078278031,0.37562597,0.51955952,0.61156704
0.082765899,0.35405921,0.52067967,0.60750226
0.024213178,0.35289625,0.506053,0.59317574
0.12961281,0.27102698,0.53235791,0.59884136
0.10108995,0.32704119,0.52525099,0.60542731
0.036037984,0.38666104,0.50900852,0.60412892
0.059982907,0.41872087,0.51499123,0.61744174
0.083562854,0.24527059,0.52087857,0.58147551
0.090086842,0.25876376,0.52250649,0.58633883
0.069315912,0.1605099,0.51732204,0.55720488
0.27039048,0.22115262,0.56718877,0.62046988
0.16058313,0.12902655,0.54005974,0.57190058
0.24809788,0.17784994,0.56170827,0.60490563
0.19949297,0.10890116,0.5497085,0.57649324
0.21991353,0.1022509,0.55475788,0.57985165
0.14696527,0.22196282,0.53667533,0.59119994
0.21336056,0.14198364,0.55313871,0.58791293
0.16685004,0.2183265,0.54161601,0.59512101
0.16879132,0.2886618,0.54209793,0.61240981
0.048601735,0.2484672,0.51214804,0.57372584
0.1414524,0.19106032,0.53530425,0.58237063
0.15683531,0.23708144,0.53912866,0.59722522
0.035554582,0.36451031,0.50888771,0.59870325
0.023480959,0.32217234,0.50586997,0.58556312
0.0064990633,0.32397427,0.50162476,0.58187454
0.33803194,0.098878507,0.58371238,0.60752261
0.08348944,0.20673155,0.52086024,0.57205023
0.13429285999999999,0.28695182,0.53352285,0.60378105
0.079996963,0.25025531,0.51998858,0.58182076
0.13304201,0.24103017,0.53321153,0.59244259
0.086629568,0.24904473,0.52164386,0.58313938
0.077927101,0.23793423,0.51947192,0.5783153
0.2101817,0.23175605,0.55235284,0.60872066
0.12328645,0.20313042,0.53078263,0.58088729
0.12304299,0.19800761,0.530722,0.57958027
0.11607057,0.34559122,0.52898511,0.61340832
0.095283558,0.1997155,0.52380288,0.57321954
0.0087979816,0.27103906,0.50219948,0.56950627
0.14999805,0.044731433,0.53742936,0.54852912
0.16566269,0.14384788,0.54132121,0.57676579
0.1245592,0.26886267,0.5310996,0.59710617
0.15067998,0.30055008,0.53759888,0.61093165
0.17432743,0.29556214,0.54347182,0.61535762
0.16063693,0.28774881,0.5400731,0.61025536
0.12066142,0.26223024,0.53012881,0.59457035
0.13791698,0.31767442,0.5344247,0.61196782
0.10980672,0.22042727,0.52742413,0.58181631
0.15974811,0.21833578,0.53985231,0.59341088
0.1476814,0.26219977,0.53685339,0.60105939
0.04756659,0.22692046,0.51188941,0.56819414
0.14308299,0.25269941,0.53570985,0.59767392
0.19306275,0.12513253,0.54811633,0.57888436
0.19712717,0.1251873,0.54912282,0.5798882
0.08529126,0.24901554,0.5213099,0.58280692
0.099499976,0.29350986,0.52485449,0.59700705
0.068891603,0.23406348,0.51721609,0.57516475
0.28684128,0.15034235,0.57122265,0.60758774
0.24230457,0.086253294,0.5602815,0.58140844
0.24547079,0.11969134,0.5610614,0.59028946
0.25246128,0.062664088,0.56278221,0.57813581
0.28052903,0.040511324,0.56967592,0.57957777
-0.04095838,0.41821011,0.48976184,0.59321008
-0.022822943,0.55082493,0.49429451,0.62901699
0.022687084,0.41807371,0.50567153,0.6084403
0.080874264,0.34980781,0.52020755,0.60603653
0.12329073,0.36217034,0.5307837,0.6190366
0.1104241,0.33957914,0.52757801,0.61064
0.082598722,0.27715283,0.52063795,0.58898029
0.11476447,0.24400696,0.52865967,0.588743
0.082441133,0.20442499,0.52059862,0.57122874
0.11365444,0.26299177,0.52838306,0.59306395
0.099301486,0.27726286,0.52480499,0.5930442
0.094283617,0.28693246,0.52355346,0.59416637
0.16571534,0.19129069,0.54133429,0.58831549
0.15860952,0.17831133,0.53956946,0.58344237
0.10265695,0.30817937,0.52564172,0.6012884
0.10843992,0.4227913,0.52708344,0.62977023
0.062377478,0.35648643,0.51558932,0.60321136
0.15118841,0.088339368,0.53772527,0.55959728
0.16134331,0.10040839,0.54024855,0.56506685
0.13962687,0.13090646,0.53485012,0.56722383
0.13582319,0.31691241,0.53390369,0.61128945
0.099003501,0.32723403,0.52473068,0.60497487
0.20363781,0.12131283,0.55073425,0.58053029
0.2066543,0.18938016,0.55148049,0.59773453
0.13038556,0.20124608,0.53255029,0.58215633
0.16013976,0.2615253,0.5399496,0.60388162
0.15108909,0.17030211,0.53770058,0.57966326
0.12457588,0.33004772,0.53110375,0.61173797
0.096369794,0.24489609,0.52407382,0.58449799
0.061053701,0.37325034,0.51525869,0.60690096
-0.0069273463,0.3467292,0.49826817,0.58414239
0.26712096,-0.071379922,0.56638597,0.54877961
0.27421446,-0.030184977,0.56812726,0.56070641
-0.0097217751,0.40496305,0.49756958,0.59754379
-0.0011949558,0.47130212,0.49970126,0.61540912
0.10454152,0.26663547,0.5261116,0.59174335
0.16892275,0.32029002,0.54213055,0.61992096
0.11789782,0.36480752,0.52944036,0.6183865
0.18249223,0.064916775,0.54549686,0.56153867
0.18623075,0.065410841,0.54642359,0.56258051
0.13718622,0.36386296,0.53424287,0.62270586000000006
0.19217383,0.16328759,0.54789614,0.58794133
0.17256648,0.20509809,0.54303488,0.5933097
0.17688948,0.14556718,0.54410742,0.57992284
0.16231805,0.21778228,0.54049065,0.5938973
0.18049921,0.25085848,0.54500269,0.60619783
0.075759277,0.23240806,0.51893077,0.57643787
0.14476595,0.22629812,0.53612841,0.59171607
0.14476595,0.22629812,0.53612841,0.59171607
0.1621732,0.20156454,0.54045467,0.58994493
0.13796672,0.2029725,0.53443707,0.58441865
0.19516432,0.14310741,0.5486368,0.58377064
0.17504513,0.17036823,0.54364988,0.58550488999999994
0.14514829,0.18751847,0.5362235,0.5824081
0.082707069,0.30563847,0.52066499,0.59588436
0.081223005,0.32305101,0.5202946,0.5997141
0.059114293,0.33115629,0.51477427,0.59634783
0.058009299,0.38042695,0.51449826,0.60788636
0.097323143,0.23635212,0.5243116,0.58265336
0.12877018,0.30508624,0.53214813,0.60679417
0.14801918,0.17227149,0.53693738,0.57939509
0.18918847,0.24410669,0.54715655,0.60666025
0.16413154,0.27405639,0.54094102,0.60782717
0.16290686,0.11467127,0.54063688,0.56895237
0.16037881,0.26542626,0.54000898,0.60487151
0.015090448,0.41802815,0.50377254,0.60661811
0.0012988829,0.38789966,0.50032472,0.59608975
0.098374837,0.28451461,0.52457389,0.59456981
0.12970393,0.31935152,0.5323806,0.61041463
0.13246306,0.32906181,0.53306743,0.61337585
0.1174847,0.21152646,0.52933744,0.58151876
0.12998694,0.3367044,0.53245106,0.61460034
0.079514099,0.25514535,0.51986806,0.58289266
0.056189221,0.24569464,0.51404361,0.57490298
0.042489374,0.24367187,0.51062075,0.57105608
0.18422527,0.2094971,0.5459265,0.59717846
0.14398989,0.20374458,0.53593541,0.58606809
0.18265075,0.15332461,0.54553616,0.58321256
0.12956276,0.19584769,0.53234545,0.58064225
0.20781196,0.24291463,0.55176682,0.61081197
0.083341047,0.21359923,0.52082321,0.57369437
0.16388379,0.24270075,0.54087949,0.60026863
0.13078698,0.19925369,0.53265022,0.58176927
0.20571992,0.25413199,0.55124937,0.61297905
0.01943001,0.32031063,0.50485735,0.58412752
0.088304931,0.30492946,0.5220619,0.59706107
0.11362547,0.29071739,0.52837584,0.59973063
0.094431029,0.33303964,0.52359023,0.60526952999999994
0.1863815,0.13983559,0.54646096,0.58083865
0.13718917,0.26149111,0.5342436,0.59837054
0.096871392,0.21875182,0.52419893,0.57825723
0.16431524,0.23617393,0.54098663,0.59880518
0.15881734,0.24077331,0.53962109,0.59858931
0.081918495,0.33538202,0.52046818,0.60283711
0.17572287,0.24204458,0.54381802,0.6029489
0.15506707,0.2176394,0.53868927,0.59211279000000006
0.23701853,0.14494773,0.55897878,0.59434725
0.16595946,0.17557905,0.5413949,0.5845642
0.17464848,0.19205313,0.54355148,0.59066173
0.073167452,0.30539357,0.51828371,0.59352599
0.061262829,0.28082237,0.51531092,0.58469695
0.23493949,0.069202133,0.55846619,0.57545466
0.18613476,0.17911163,0.5463998,0.59030984
0.18972409,0.19242044,0.54728926,0.59439023
0.24496952,0.14526528,0.56093794,0.59633922
0.25413253,0.19120126,0.5631934,0.60952923
0.25363129,0.20776669,0.56307008,0.61334576
0.077110363,0.22617871,0.51926804,0.57524636
0.20759375,0.10317807,0.55171286,0.57707364
0.17797625,0.13647303,0.54437699,0.57797091
0.30855189,0.11604152,0.57653176,0.60458189
0.25701838,0.14793756,0.5639032,0.59987779
0.21118335,0.073023194,0.55260049,0.57057721
0.18049763,0.1746744,0.5450023,0.58787122
0.12991442,0.24538272,0.532433,0.59273833
0.10226964,0.21516957,0.52554515,0.57870004
0.15731776,0.26938855,0.53924853,0.60508689
0.12615693,0.23569994,0.53149747,0.58948986
0.12892581,0.1367595,0.53218688,0.56603335
0.17300889,0.18317559,0.54314466,0.58811649
0.14707654,0.20429095,0.536703,0.58694915
0.19209876,0.14605801,0.54787755,0.58374271
0.14199591,0.096902432,0.53543945,0.55944215
0.14261551,0.17163728,0.53559357,0.57792298
0.060016332,0.25786941,0.51499958,0.57880891
0.052944724,0.25784794,0.51323309,0.57707873
0.087028587,0.20549221,0.52174342,0.57261315
0.14646061,0.12477683,0.53654984,0.56739667
0.19463516,0.18151708,0.54850576,0.59294473
0.24218605000000001,0.17490241,0.5602523,0.60278633
0.18316198,0.11349307,0.54566291,0.57362461
0.19409267,0.1109931,0.54837141,0.5756853
0.16281111,0.22148936,0.5406131,0.5949099
0.15011814,0.23564353,0.53745922,0.59526199
0.16766086,0.19864054,0.5418173,0.59056497
0.27870417,-0.0030610968,0.5692285,0.56847774
0.2582192,0.014423621,0.56419848,0.5677416
0.1597109,0.25094954,0.53984307,0.60124623
0.10510287,0.17672538,0.52625156,0.56999439
0.068205788,0.32578136,0.51704484,0.59724215
0.089454422,0.31069663,0.5223487,0.59872395
0.20514396,0.16435496,0.55110688,0.59133789
0.20298189,0.14153587,0.55057195,0.58528752
0.13971838,0.22845697,0.53487288,0.591018
0.1185086,0.36770299,0.52959252,0.61921358
0.024115366,0.37572349,0.50602855,0.59864894
0.17576134,0.24796061,0.54382757,0.60437353
0.15963322,0.2637301,0.53982377,0.60428778
0.13076752,0.20381379,0.53264537,0.58287366
0.12886064,0.24983941,0.53217066,0.59355953
0.11747845,0.23876522,0.52933588,0.58813083
0.17087104,0.16821312,0.54261413,0.58396804
0.17784389,0.16615717,0.54434415,0.5851621
0.10971933,0.34936765,0.52740235,0.61279756
0.27497021,0.10271964,0.56831268,0.5933158
0.079113635,0.24473995,0.5197681,0.58026311
0.091879714,0.2834913,0.52295378,0.59275616
0.081539553,0.30948266,0.5203736,0.59652875
0.20704325,0.12331534,0.5515767,0.58184662
0.22451303,0.19471484,0.55589367,0.60329847
0.065074789,0.24805468,0.51626296,0.57764895
0.18321037,0.053621039,0.5456749,0.55893265
0.23508624,0.17342381,0.55850238,0.60073056
0.22062123,0.19379516,0.55493267,0.60214637
0.11577082,0.18972826,0.52891042,0.57578626
0.085166338,0.24111748,0.52127872,0.5808549
0.13948888,0.3099221,0.53481579,0.61049918
0.150142,0.25625909,0.53746515,0.60022462
0.14805258,0.22124958,0.53694568,0.59129034
0.13822447,0.15863349,0.5345012,0.57367424
0.13955812,0.14561442,0.53483301,0.57081388
0.097247785,0.26336231,0.5242928,0.58918811
0.063049525,0.40946577,0.51575716,0.61597892
0.077734512,0.44561128,0.51942385,0.62792979
0.032024257,0.26252112,0.50800538,0.57310855
0.16391184,0.19168861,0.54088646,0.58797501
0.13839646,0.27457028,0.53454399,0.60179903
0.088516905,0.15400817,0.52211479,0.56033582
0.090786382,0.36506258,0.52268102,0.61202897
0.16202305,0.166629,0.54041738,0.58143136
0.075505655,0.35184279,0.51886745,0.60524032
0.23765591,0.26226446,0.55913591,0.62244062
0.13494920999999999,0.22835768,0.5336862,0.5898407
0.10683436,0.27917581,0.52668322,0.59532186
0.093133042,0.22300398,0.52326645,0.57838253
0.18250976,0.20092768,0.54550121,0.5947019
0.1518018,0.17040945,0.53787774,0.57986306
0.12488199,0.20264544,0.53117999,0.58115764
0.14997798,0.19888969,0.53742437,0.58634296
0.12653139,0.25447869,0.53159071,0.5941167
0.13328387,0.30476063,0.53327173,0.60779298
0.13817229,0.32418191,0.53448822,0.61357251
0.057369681,0.25077894,0.51433849,0.5764333
0.06392848,0.25596683,0.51597668,0.57929874
0.102225,0.42530432,0.52553402,0.62890668
0.096474528,0.42838819,0.52409994,0.62828413
0.014941251,0.42931254,0.50373524,0.60927216
0.027785208,0.44664306,0.50694586,0.61643133
0.061595005,0.32299552,0.51539388,0.5949798
0.019404812,0.34573627,0.50485105,0.59028437
0.069358236,0.38413633,0.51733261,0.61146978
0.011085813,0.30975679,0.50277142,0.57952959
0.012031016,0.38939232,0.50300772,0.59902958
0.092461458,0.2888203,0.52309891,0.59418221
0.035740684,0.37503914,0.50893422,0.60127485
0.066079719,0.39888114,0.51651392,0.61419037
0.24653647,0.10444171,0.56132382,0.58685476
0.2289751,0.10209725,0.55699497,0.58202027
0.19919761,0.14302819,0.54963538,0.58473109
0.1082469,0.26726736,0.52703533,0.59279074
0.023748186,0.29168832,0.50593677,0.57821169
0.066668901,0.4503324,0.51666105,0.6264463
0.012419947,0.40203947,0.50310495,0.60215668
-0.035903423,0.44872851,0.49102511,0.60176509
0.0084412599,0.38541611,0.5021103,0.59721094
0.18929536,0.11521171,0.54718303,0.57554394
0.24003636,0.087471164,0.55972261,0.5811528
0.21574865,0.11950518,0.55372891,0.58303716
0.21684703,0.16364621,0.55400032,0.59399206
0.17263575,0.16882665,0.54305207,0.58454571
0.20465144,0.25896478,0.55098504,0.61387169
0.081968648,0.42437059,0.5204807,0.62394792
0.077088684,0.45607656,0.51926263,0.63022105
0.014540146,0.38700873,0.50363497,0.59905974
0.24482871,0.2353618,0.56090326,0.61779286
0.04983226,0.22505165,0.51245549,0.5682915
0.072150464,0.29764585,0.5180298,0.59140976
0.21627566,0.11862037,0.55385914,0.58295018
0.16864958,0.20256426,0.54206275,0.59175225
0.12831943,0.22855224,0.53203591,0.58828295
0.15161591,0.26711676,0.53783153,0.60317995
0.0033625869,0.36789225,0.50084065,0.59176216
0.023403103,0.41427197,0.50585051,0.60770491
0.10367998,0.35995616,0.5258968,0.61387641
0.064015639,0.36945309,0.51599845,0.60670166
0.0056548135,0.38643223,0.5014137,0.59678501
0.1983096,0.14288971,0.54941556,0.58448182
0.12714236,0.2519793,0.53174284,0.59366124
0.12089919,0.2401735,0.53018803,0.58930008
0.1916456,0.15190498,0.5477653,0.58505274
0.15193019,0.12132037,0.53790965,0.56789074
0.19857231,0.17515916,0.54948059,0.59236032
0.18868138,0.12724006,0.5470309,0.57832996
0.17919816,0.14332735,0.54468004,0.57993961
0.13364634,0.16783547,0.53336194,0.57480472
0.17980405,0.19932502,0.5448303,0.59366303
0.13082584,0.205381,0.53265989,0.58326883
0.17765928,0.15942049,0.54429837,0.58348099
0.087306742,0.31673988,0.52181283,0.59965951
0.15819624,0.20108067,0.53946679,0.58886538
0.21890533,0.17692068,0.55450884,0.5976844
0.26838113,0.022748353,0.56669543,0.57227263
0.029844399,0.41508618,0.50746055,0.60943326
0.0019448196,0.3938977,0.5004862,0.59768837
-0.01035123,0.39124013,0.49741222,0.59408748
-0.0038093999,0.38369063,0.49904765,0.59384446
0.0065821854,0.39381119,0.50164554,0.59878217
0.20279934,0.084179924,0.55052678,0.57125645
0.10377317,0.32141617,0.52592004,0.60472434
0.078706828,0.23055996,0.51966656,0.57670628
0.19172585,0.10937312,0.54778518,0.57471115
0.24111152,0.17785065,0.55998755,0.60323488
0.099577775,0.093373928,0.52487389,0.54808882
0.10014913,0.11249138,0.52501638,0.55296072
0.11298685,0.13296458,0.5282167,0.56117976
0.074541506,0.18853697,0.51862675,0.5653929
0.080103738,0.21772756,0.52001523,0.57391227
0.10515262,0.30177544,0.52626396,0.60035106
0.14718503,0.25398639,0.53672997,0.59896907
0.13453205,0.20278664,0.53358238,0.58353905
0.13192306,0.26479837,0.53293302,0.5978997
0.11294782,0.22787823,0.52820697,0.58439117
0.20812743,0.22414962,0.55184485,0.60641728
0.092851171,0.29181679,0.52319613,0.59499846
0.15367452,0.31054907,0.5383432,0.61401565
0.10347833,0.30379754,0.52584652,0.60043451
0.11862425,0.37927047,0.52962134,0.62196445
0.042959288,0.21535481,0.51073817,0.56422181
0.018368482,0.21753124,0.50459199,0.55870295
-0.002175243,0.22146021,0.49945619,0.55460261
0.24088902,0.27911576,0.55993272,0.62714888
0.12296875,0.15377264,0.53070351,0.56874715
0.085130237,0.23743394,0.52126972,0.57994903
0.12696946,0.15089641,0.53169979,0.56902294
0.19711849,0.21920003,0.54912067,0.60260197
