alpha_pop,beta_pop,kappa_pop,delta_pop
0.5988635600192251,1.6291848048870647,-0.2769025025306396,0.9515321312534778
0.8522205487466171,1.913023373482787,-0.17557639470232106,0.7748538859197996
0.8530509668088612,0.9019207325051346,-0.705694231804237,0.9367915011281648
0.9410053061738323,1.2567913278433378,-1.0369338616871917,0.8173801703319606
0.878134217231608,1.5319138075398309,-0.565430568281856,0.9048007611263728
0.8310032087556131,1.458895922740211,-0.6463073933396393,0.7582775943476546
0.8142589335455434,1.4474759080794186,-0.7007454611346883,0.6267079076345827
0.7980842975221623,1.61282839733519,-0.651130490840726,0.639533289273019
0.7794102052503182,1.2656139102405402,-0.6933408427419725,0.6307026733629405
0.8462092497487952,1.0579202583672418,-0.45571038494580524,0.8259205142988125
0.8089064073902579,1.7404700386617202,-0.39950022806659347,0.9503823715549261
0.8001999335350066,1.7915007190198877,-0.29904813023317517,0.9415042620119637
0.8277090086386659,2.6544356690990356,-0.24790812047024627,0.5823973819983289
0.8663967184707714,2.5992431014050164,-0.37204414276114595,0.978100302535334
0.8872988296808066,2.0802164503178506,-0.27769418777180094,0.9879753285348561
0.40930111069059,1.399483149182758,-0.3409415677274527,0.9750461330154186
0.3389054651520092,1.6653633268397448,-0.21392011146362994,0.8601447736902854
0.6090948538939608,1.5829455513313162,-0.2933272055117693,0.9211063071298813
0.42171144799028454,1.0651202503494674,-0.3624578003225184,0.9249575879640666
0.5167372009181397,1.0825098823812775,-0.356464864275001,0.9370902534276735
0.5594456452715848,1.2867466252724054,-0.14825969231049732,0.8268104298742016
0.48847777569568707,1.150037908755992,-0.05104960231031219,0.8395719839579497
0.7593041650258033,1.5660689991164092,-0.22754016587083523,0.9036075789965877
0.767440187575301,2.113776768618438,-0.006227870433006834,0.9630473139861857
0.8315048864160636,1.9043200212533355,-0.06026825713611844,0.9657615385424337
0.8486815524632478,1.72023939036906,0.004509100783904307,0.884165449846683
0.8068218624663147,2.7051684621894148,-0.4029998930433698,0.7384812407605686
0.6818288283272879,2.7995215582314987,-0.5455428090267405,0.8727650089247684
0.6246256704936313,2.6073188119787694,-0.3572744041246391,0.9681678102531495
0.4856341801612192,2.5886522044288593,-0.4041315716593822,0.8660725197145522
0.5994820697556866,2.8005542814138296,-0.3136102389774715,0.9654576547191613
0.7293378206893802,2.8499855665113953,-0.22347312957240653,0.9855533930386488
0.7170776730018239,2.7015249732968116,-0.0891473506730656,0.9732742892023474
0.6576335562100762,2.98465415209179,-0.21103536826040672,0.9542797635944844
0.6855939411365871,2.973610426680982,-0.058627244136376225,0.7367637492297104
0.7663058980614166,2.6140633281043804,0.09431753461131488,0.8895367909857328
0.7409636683914125,2.6020567604682925,-0.1068303254393823,0.620880452331686
0.3965185651291835,1.9702784048497752,-0.1276086575682594,0.9137453700763198
0.3696987553581035,1.7864044687753495,-0.35004813097790893,0.9173947694793199
0.37867612546224194,1.8001524890104816,-0.3868774817350133,0.9336854391719993
0.4945821335756914,1.2720222672786252,-0.5453529109652366,0.8265162696696499
0.6575068699981701,0.5874541683816695,-0.6734997052827157,0.5682698378240622
0.8573431830500614,1.2115214077429992,-0.8419185589524096,0.8417687946138845
0.7104269582428138,1.5523949438138815,-0.7262551111414868,0.9204372207122063
0.5551146591431838,1.7504186463343059,-0.41472011621235105,0.9180024730797193
0.31602223219482134,1.5175832987752662,-0.34546834683624433,0.9160188241596362
0.29342801487148035,1.9445914105609141,-0.38163246769626263,0.9389729065635625
0.41469809341749825,1.2504407227825474,-0.5746410804514999,0.936777712026588
0.5629342404368622,1.1675484244602066,-0.4404610598898982,0.9843314947991132
0.42749123625156943,1.3772161151104831,-0.27294128456769445,0.9809777383520267
0.6331594485091125,1.1108480177729754,-0.2537532145240192,0.8889731638703569
0.7318684761313343,1.8227099607674255,-0.23330339611804263,0.8916749875001847
0.6614619047905255,2.419945962437118,-0.2578469893347774,0.983357704478952
0.4637418197346154,2.3389860607879913,-0.36911674817343276,0.7033423573876229
0.5242641294702832,1.9496642659800136,-0.2744945133634702,0.7999298935078111
0.6859652037277598,1.8485389266805752,-0.189034617875424,0.8852402932366705
0.6831996961901754,2.30082071442929,-0.2652888531314875,0.5877753148269741
0.7301014303793859,2.062695733660867,-0.3090683187376658,0.8122765647454461
0.7522933389135154,1.3221236825740812,-0.1937533710465132,0.8379725660029684
0.7364889643125893,1.2963992229833379,-0.16896580326920296,0.5665238575878735
0.8104266576807181,1.220106108360021,-0.1475630661721313,0.5413455102715654
0.8316178098444715,1.5319655970668828,-0.13258686946709106,0.9249410521436829
0.8204657203235096,1.7646334705907598,-0.13611759778150112,0.8989594913550842
0.7677644210766744,1.747724504834905,-0.24415747289931883,0.8922994430818473
0.7106367604531109,2.243889523855098,-0.17075321773584148,0.8578973556079168
0.4818599514442816,1.8999332042491135,-0.3100494642027248,0.862663027583619
0.49749660394957046,1.849017079009581,-0.34992500836010604,0.8774252200688603
0.45663411971242424,1.9075644873945012,-0.21572938053011212,0.9297424449810497
0.5440033847038231,1.8572032691220042,-0.1881610208160879,0.9260266536749395
0.6358950067504111,2.0941978400275603,-0.3528100955279731,0.9739520172533199
0.6661164085969977,2.256765071571736,-0.3143668474612618,0.9474601734084918
0.8031246640396917,2.5595299974820267,-0.39163110328122097,0.9502587104797465
0.5802528843111446,3.4494789552690506,-0.2686064241506414,0.854091441373757
0.5265916606849225,3.08928747408728,-0.1540370891899884,0.8234883029068877
0.6417109134970719,3.254690244298962,-0.22865975142285272,0.9125386141073367
0.6267581364393231,2.089915696321846,-0.4017070216774774,0.8889898951876954
0.7717984254729879,1.7745550857795012,-0.44140474458564055,0.5206245734815175
0.4713123841894506,1.4319979242514376,-0.29615628575646186,0.7195712642414412
0.5719182429632158,1.1480479839446964,-0.4380605648812992,0.691379919322048
0.4438033131156717,1.3996826785044858,-0.5927902511514694,0.900735127932569
0.5837682758140327,1.7548678236366229,-0.47568591311946395,0.449511583634566
0.4823003874448599,1.7412529032943345,-0.45293765788562096,0.8520541003180563
0.5648481263376738,1.690786779099208,-0.5450642673719578,0.7930007288889405
0.5957254877441508,1.536863380179539,-0.5553525787180671,0.7256917908070527
0.5866894056276883,1.5378478257245332,-0.6594556783087892,0.6746130280547142
0.5272777696748938,1.1400746051092137,-0.42340370420269496,0.8849839846188595
0.5373553516272414,0.8030756567597542,-0.4311367405905672,0.9726598457806224
0.6706357372206285,1.6678651460249387,-0.1257049185523647,0.8338606592678327
