alpha_pop,beta_pop,kappa_pop,delta_pop,kappa_m2_pop,delta_m2_pop
0.5988635600192251,1.6291848048870647,-0.2769025025306396,0.9515321312534778,-0.1297126282837293,0.9818933634729177
0.8522205487466171,1.913023373482787,-0.17557639470232106,0.7748538859197996,-0.06075854998305815,0.9766900528322852
0.8530509668088612,0.9019207325051346,-0.705694231804237,0.9367915011281648,-0.07179446407167844,0.9978062093307227
0.9410053061738323,1.2567913278433378,-1.0369338616871917,0.8173801703319606,-0.09822768294362197,0.9976934636356659
0.878134217231608,1.5319138075398309,-0.565430568281856,0.9048007611263728,-0.0890677981593369,0.9891263645909738
0.8310032087556131,1.458895922740211,-0.6463073933396393,0.7582775943476546,-0.14634504400545378,0.8564998849768177
0.8142589335455434,1.4474759080794186,-0.7007454611346883,0.6267079076345827,0.025115302383235828,0.9935797539677705
0.7980842975221623,1.61282839733519,-0.651130490840726,0.639533289273019,0.00563963123252805,0.9819053015306939
0.7794102052503182,1.2656139102405402,-0.6933408427419725,0.6307026733629405,0.05478383224443011,0.9822438949395896
0.8462092497487952,1.0579202583672418,-0.45571038494580524,0.8259205142988125,0.2914743619260438,0.9066778432560552
0.8089064073902579,1.7404700386617202,-0.39950022806659347,0.9503823715549261,0.3043219939466341,0.9906749660809372
0.8001999335350066,1.7915007190198877,-0.29904813023317517,0.9415042620119637,0.36373174351184134,0.9971354913500364
0.8277090086386659,2.6544356690990356,-0.24790812047024627,0.5823973819983289,0.23587466190080641,0.9964280759359501
0.8663967184707714,2.5992431014050164,-0.37204414276114595,0.978100302535334,0.3164523652409696,0.9435188197249412
0.8872988296808066,2.0802164503178506,-0.27769418777180094,0.9879753285348561,0.17271556073977595,0.8820046438636054
0.40930111069059,1.399483149182758,-0.3409415677274527,0.9750461330154186,0.036861965950078956,0.9722295661554068
0.3389054651520092,1.6653633268397448,-0.21392011146362994,0.8601447736902854,-0.06974656307245948,0.9737964452730923
0.6090948538939608,1.5829455513313162,-0.2933272055117693,0.9211063071298813,-0.009209873405639345,0.9186062402982051
0.42171144799028454,1.0651202503494674,-0.3624578003225184,0.9249575879640666,-0.022673969266960903,0.9698621677122754
0.5167372009181397,1.0825098823812775,-0.356464864275001,0.9370902534276735,0.12529861287621497,0.739578340700156
0.5594456452715848,1.2867466252724054,-0.14825969231049732,0.8268104298742016,0.06402281269237102,0.9283097044174181
0.48847777569568707,1.150037908755992,-0.05104960231031219,0.8395719839579497,-0.03011143654095772,0.7970637399455595
0.7593041650258033,1.5660689991164092,-0.22754016587083523,0.9036075789965877,-0.04375786885429783,0.9174829981843745
0.767440187575301,2.113776768618438,-0.006227870433006834,0.9630473139861857,0.09370230906500521,0.9493881497045237
0.8315048864160636,1.9043200212533355,-0.06026825713611844,0.9657615385424337,0.013883693618450045,0.9409043185961578
0.8486815524632478,1.72023939036906,0.004509100783904307,0.884165449846683,0.22519532210165155,0.9659050363088034
0.8068218624663147,2.7051684621894148,-0.4029998930433698,0.7384812407605686,0.3476303063090814,0.9664019004949811
0.6818288283272879,2.7995215582314987,-0.5455428090267405,0.8727650089247684,0.3391488463715399,0.967950128977933
0.6246256704936313,2.6073188119787694,-0.3572744041246391,0.9681678102531495,0.30752228689317657,0.9281406113966082
0.4856341801612192,2.5886522044288593,-0.4041315716593822,0.8660725197145522,0.3398510832870072,0.9696566242690072
0.5994820697556866,2.8005542814138296,-0.3136102389774715,0.9654576547191613,0.31556572261138777,0.8766207577312672
0.7293378206893802,2.8499855665113953,-0.22347312957240653,0.9855533930386488,0.3093611965705746,0.903957852065081
0.7170776730018239,2.7015249732968116,-0.0891473506730656,0.9732742892023474,-0.018114706237130896,0.9662339309289534
0.6576335562100762,2.98465415209179,-0.21103536826040672,0.9542797635944844,0.06352748966267555,0.9269074869907818
0.6855939411365871,2.973610426680982,-0.058627244136376225,0.7367637492297104,-0.10863893129014979,0.9653463482658887
0.7663058980614166,2.6140633281043804,0.09431753461131488,0.8895367909857328,-0.04654343604334283,0.9867923926171605
0.7409636683914125,2.6020567604682925,-0.1068303254393823,0.620880452331686,-0.013967978633576027,0.9572799014849579
0.3965185651291835,1.9702784048497752,-0.1276086575682594,0.9137453700763198,-0.18965400530203444,0.7154010306194348
0.3696987553581035,1.7864044687753495,-0.35004813097790893,0.9173947694793199,-0.07070044196605832,0.9544287534726481
0.37867612546224194,1.8001524890104816,-0.3868774817350133,0.9336854391719993,-0.0863597224844605,0.8902569017947237
0.4945821335756914,1.2720222672786252,-0.5453529109652366,0.8265162696696499,-0.1631883160416331,0.900668629218738
0.6575068699981701,0.5874541683816695,-0.6734997052827157,0.5682698378240622,-0.05706048239490135,0.9517234078784519
0.8573431830500614,1.2115214077429992,-0.8419185589524096,0.8417687946138845,-0.06281460846125594,0.907166824933384
0.7104269582428138,1.5523949438138815,-0.7262551111414868,0.9204372207122063,-0.17078246598377866,0.9787968385871597
0.5551146591431838,1.7504186463343059,-0.41472011621235105,0.9180024730797193,0.016059659363024233,0.9681829527883562
0.31602223219482134,1.5175832987752662,-0.34546834683624433,0.9160188241596362,0.06821311223005862,0.941600141382577
0.29342801487148035,1.9445914105609141,-0.38163246769626263,0.9389729065635625,0.11296246783851392,0.9853825418634135
0.41469809341749825,1.2504407227825474,-0.5746410804514999,0.936777712026588,0.192502603633874,0.9815981636112653
0.5629342404368622,1.1675484244602066,-0.4404610598898982,0.9843314947991132,0.14934431365962733,0.994037085063205
0.42749123625156943,1.3772161151104831,-0.27294128456769445,0.9809777383520267,0.21495521724242803,0.9955519986867394
0.6331594485091125,1.1108480177729754,-0.2537532145240192,0.8889731638703569,0.30439510732844655,0.9870483298558339
0.7318684761313343,1.8227099607674255,-0.23330339611804263,0.8916749875001847,0.35387597111767644,0.9495099829179293
0.6614619047905255,2.419945962437118,-0.2578469893347774,0.983357704478952,0.12949671975457436,0.9695257427942303
