participant,beta_fast,beta_fast_lo,beta_fast_hi,beta_slow,beta_slow_lo,beta_slow_hi
5d1a8d1531978f00019c42bd,1.2281675511037489,0.605994576692561,1.822437294534699,0.7784107645485447,-0.03332185987939327,1.5854964103993963
605b838b80f022835fc293fb,1.3058078700276083,0.7426540503490652,2.0109834827318327,1.4307260058653621,0.6022503980948577,2.5078150236171375
67d0094243dae460e5682b51,1.132849738670248,0.27236213675403964,1.7213993892017998,0.19525001308267315,-0.6717198282815313,0.9918861694415972
6928a6394052fbe76783ed32,1.373022680634242,0.8408823842723053,2.142721379347623,1.1616518065679857,0.31939020006312,2.070310161182727
6985a1a2a9b075341a3e65b0,1.2467295864222976,0.6164933309870791,1.871919496361463,0.8803603021224365,0.0277920713570991,1.7896291143780634
69947fa1a4c3da138296e3c4,1.1763601494217264,0.43606514073588337,1.7434934393902997,0.7617968651495425,-0.0744271047012038,1.5394154574908354
69a1086e0fba8ea789c2ee15,1.3556451254584667,0.7957390441686187,2.240783287815303,1.5485852357322365,0.7029424552959458,2.5998858282439414
69a14f0c9cb4d84e02cab2ea,1.106194160125478,0.2706429608698675,1.656883286634102,0.06020764417871993,-0.9049400583147598,0.9076034390435608
69ef69fa85d57cec3354845f,1.1848554924557186,0.5080238139256731,1.7876828525542166,0.8255721012943047,0.03461023848175626,1.6561490491434026
6a02cd6171c4d3dcce16c504,1.4732053114315249,0.9128394985824525,2.6259167374465338,0.9878533386355084,0.09137619388576365,1.9911218792378305
