participant,.draw,beta
5d1a8d1531978f00019c42bd,1,1.059804861762692
605b838b80f022835fc293fb,1,1.5568587102219253
67d0094243dae460e5682b51,1,0.8743832273301106
6928a6394052fbe76783ed32,1,1.4593410571088088
6985a1a2a9b075341a3e65b0,1,0.6830000747147509
69947fa1a4c3da138296e3c4,1,1.3357882470090012
69a1086e0fba8ea789c2ee15,1,1.9474127789662994
69a14f0c9cb4d84e02cab2ea,1,0.02235497220263971
69ef69fa85d57cec3354845f,1,0.9223935917160929
6a02cd6171c4d3dcce16c504,1,1.6500848722067167
5d1a8d1531978f00019c42bd,2,0.7539678768098097
605b838b80f022835fc293fb,2,1.5619665473158428
67d0094243dae460e5682b51,2,0.9585109188650507
6928a6394052fbe76783ed32,2,0.9073873313030558
6985a1a2a9b075341a3e65b0,2,1.017531047313216
69947fa1a4c3da138296e3c4,2,1.0153366653535345
69a1086e0fba8ea789c2ee15,2,1.8492984241966814
69a14f0c9cb4d84e02cab2ea,2,0.4224172177728409
69ef69fa85d57cec3354845f,2,0.4668278417847346
6a02cd6171c4d3dcce16c504,2,1.0712783334613207
5d1a8d1531978f00019c42bd,3,1.1894376847547283
605b838b80f022835fc293fb,3,2.157678039689367
67d0094243dae460e5682b51,3,0.7554737560092925
6928a6394052fbe76783ed32,3,1.7094769957277944
6985a1a2a9b075341a3e65b0,3,1.2245366367775496
69947fa1a4c3da138296e3c4,3,0.695472826318354
69a1086e0fba8ea789c2ee15,3,1.7258958002928548
69a14f0c9cb4d84e02cab2ea,3,0.26948302995564744
69ef69fa85d57cec3354845f,3,0.5171881190095099
6a02cd6171c4d3dcce16c504,3,1.4114910688362285
5d1a8d1531978f00019c42bd,4,1.0937230987476225
605b838b80f022835fc293fb,4,1.0221089723142927
67d0094243dae460e5682b51,4,0.7497825704355572
6928a6394052fbe76783ed32,4,1.3859216859895662
6985a1a2a9b075341a3e65b0,4,1.0176332324195498
69947fa1a4c3da138296e3c4,4,1.175641964684032
69a1086e0fba8ea789c2ee15,4,1.4911239019337743
69a14f0c9cb4d84e02cab2ea,4,0.5479508354415784
69ef69fa85d57cec3354845f,4,1.531724250597686
6a02cd6171c4d3dcce16c504,4,1.870619981318392
5d1a8d1531978f00019c42bd,5,0.7316210849630007
