participant,beta_fast,beta_fast_lo,beta_fast_hi,beta_slow,beta_slow_lo,beta_slow_hi
5d1a8d1531978f00019c42bd,0.15995429267686961,-0.5762949476911594,0.8371148175900128,0.5874321776929965,0.007364647662648243,1.3471690067962738
605b838b80f022835fc293fb,0.32963612172266665,-0.31547354976113473,1.107962826141799,0.5353984091129116,-0.08436349041337851,1.2342576383047166
67d0094243dae460e5682b51,-0.045179958860540104,-0.900680644415756,0.5767444013094613,0.39752512397326367,-0.42286918349455505,0.9240213200745466
6928a6394052fbe76783ed32,-0.12940237724737438,-1.1005407704920482,0.5245193425095549,0.5775464537270026,-0.019576886302264115,1.2770481294405311
6985a1a2a9b075341a3e65b0,0.24023886035366032,-0.4617772090448534,0.9800128154149539,0.6290975413657263,0.10177949776324163,1.469676432888913
69947fa1a4c3da138296e3c4,0.07307347004001233,-0.7231255995552333,0.7169364480194429,0.41630869597739906,-0.3666761454841146,0.9493822344773704
69a1086e0fba8ea789c2ee15,0.12353690727065925,-0.757759075527058,0.9289748456461233,0.5969103228035824,0.05420150945721824,1.250401345186418
69a14f0c9cb4d84e02cab2ea,0.2764162564264617,-0.39240115363459255,1.0121539931796268,0.39462850985937153,-0.4242558313040705,0.9279491483030324
69ef69fa85d57cec3354845f,0.07796623989342404,-0.7417817626300786,0.7289965345993938,0.5505963693596182,-0.023372017902889404,1.129076611468671
6a02cd6171c4d3dcce16c504,0.8565255159661975,0.052488211368920505,2.0934556792216967,0.6113969333352274,0.03194804016703949,1.4226542729549485
