participant,.draw,beta
5d1a8d1531978f00019c42bd,1,3.4001913363782172
605b838b80f022835fc293fb,1,2.930054932325664
67d0094243dae460e5682b51,1,0.2916765296818986
6928a6394052fbe76783ed32,1,3.1245734160667897
6985a1a2a9b075341a3e65b0,1,2.3203216796482318
69947fa1a4c3da138296e3c4,1,1.5854541837149287
69a1086e0fba8ea789c2ee15,1,4.657033613612949
69a14f0c9cb4d84e02cab2ea,1,1.798715727579894
69ef69fa85d57cec3354845f,1,2.068823242428401
6a02cd6171c4d3dcce16c504,1,2.226043250233424
5d1a8d1531978f00019c42bd,2,2.5113364519673285
605b838b80f022835fc293fb,2,4.233429841516254
67d0094243dae460e5682b51,2,2.0756399934349608
6928a6394052fbe76783ed32,2,2.4481004343018666
6985a1a2a9b075341a3e65b0,2,2.419785990988582
69947fa1a4c3da138296e3c4,2,1.604483183843931
69a1086e0fba8ea789c2ee15,2,4.217304409543965
69a14f0c9cb4d84e02cab2ea,2,0.49016783802632546
69ef69fa85d57cec3354845f,2,1.8034198048733923
6a02cd6171c4d3dcce16c504,2,3.6083100017713168
5d1a8d1531978f00019c42bd,3,2.690753682790456
605b838b80f022835fc293fb,3,3.5621055488733804
67d0094243dae460e5682b51,3,1.077400435027207
6928a6394052fbe76783ed32,3,2.641442044537385
6985a1a2a9b075341a3e65b0,3,2.4101317666714697
69947fa1a4c3da138296e3c4,3,0.7883936425164155
69a1086e0fba8ea789c2ee15,3,4.305811396320229
69a14f0c9cb4d84e02cab2ea,3,0.8587719926007875
69ef69fa85d57cec3354845f,3,2.0396873584710904
6a02cd6171c4d3dcce16c504,3,2.177089051093526
5d1a8d1531978f00019c42bd,4,2.8617803742200145
605b838b80f022835fc293fb,4,3.87644573044496
67d0094243dae460e5682b51,4,1.156039054766452
6928a6394052fbe76783ed32,4,3.1775779579293513
6985a1a2a9b075341a3e65b0,4,2.004425995637356
69947fa1a4c3da138296e3c4,4,1.1636729767553664
69a1086e0fba8ea789c2ee15,4,4.877077612135716
69a14f0c9cb4d84e02cab2ea,4,0.6035366874079096
69ef69fa85d57cec3354845f,4,1.9422185951859627
6a02cd6171c4d3dcce16c504,4,1.9896688055393186
5d1a8d1531978f00019c42bd,5,2.969435293222407
605b838b80f022835fc293fb,5,2.874032368613018
67d0094243dae460e5682b51,5,1.7272331429434573
6928a6394052fbe76783ed32,5,2.2602461810956616
6985a1a2a9b075341a3e65b0,5,2.4581376626504317
69947fa1a4c3da138296e3c4,5,1.7925067808662827
69a1086e0fba8ea789c2ee15,5,3.2057888265489067
69a14f0c9cb4d84e02cab2ea,5,0.9826987860506824
69ef69fa85d57cec3354845f,5,1.5781926684913299
6a02cd6171c4d3dcce16c504,5,2.845094771453369
5d1a8d1531978f00019c42bd,6,2.745832182023263
605b838b80f022835fc293fb,6,2.9329110857056757
67d0094243dae460e5682b51,6,1.4893064713487798
6928a6394052fbe76783ed32,6,2.9531387879975113
6985a1a2a9b075341a3e65b0,6,2.454859201078925
69947fa1a4c3da138296e3c4,6,1.1627119584458419
69a1086e0fba8ea789c2ee15,6,5.73330529206299
69a14f0c9cb4d84e02cab2ea,6,1.117322424283159
69ef69fa85d57cec3354845f,6,2.2270281302001513
6a02cd6171c4d3dcce16c504,6,4.837378654197495
5d1a8d1531978f00019c42bd,7,2.5712523236350395
605b838b80f022835fc293fb,7,2.905595194005658
67d0094243dae460e5682b51,7,0.8527979040527401
6928a6394052fbe76783ed32,7,2.4603668208612284
6985a1a2a9b075341a3e65b0,7,2.252168739050216
69947fa1a4c3da138296e3c4,7,1.4745649744252396
69a1086e0fba8ea789c2ee15,7,3.487021771505652
69a14f0c9cb4d84e02cab2ea,7,0.7363198772203483
69ef69fa85d57cec3354845f,7,1.1713816027612554
6a02cd6171c4d3dcce16c504,7,1.754036375590012
5d1a8d1531978f00019c42bd,8,2.6091713380341277
605b838b80f022835fc293fb,8,3.5745179638224323
67d0094243dae460e5682b51,8,1.6196551296175707
6928a6394052fbe76783ed32,8,2.725037980900564
6985a1a2a9b075341a3e65b0,8,2.327238492292031
69947fa1a4c3da138296e3c4,8,1.6153673453908808
69a1086e0fba8ea789c2ee15,8,3.724836237363636
69a14f0c9cb4d84e02cab2ea,8,0.8234212727577561
69ef69fa85d57cec3354845f,8,1.2512885472682576
6a02cd6171c4d3dcce16c504,8,1.3967114321104361
5d1a8d1531978f00019c42bd,9,2.9913860941509323
605b838b80f022835fc293fb,9,3.2381798592304762
67d0094243dae460e5682b51,9,0.7222812784561137
6928a6394052fbe76783ed32,9,2.9372794895377767
6985a1a2a9b075341a3e65b0,9,1.9597579201653805
69947fa1a4c3da138296e3c4,9,1.015361901771683
69a1086e0fba8ea789c2ee15,9,4.091291625492861
69a14f0c9cb4d84e02cab2ea,9,0.7005241226119694
69ef69fa85d57cec3354845f,9,1.3918969580804368
6a02cd6171c4d3dcce16c504,9,3.043264414578736
5d1a8d1531978f00019c42bd,10,2.706489758508741
605b838b80f022835fc293fb,10,3.252928420369101
67d0094243dae460e5682b51,10,1.2819237411172097
6928a6394052fbe76783ed32,10,2.3074281541240538
6985a1a2a9b075341a3e65b0,10,2.2562887504920166
