subject,decay_rl,decay_h,rho_rl,rho_h
1,0.531440005,0.55294496,1.68193535,-0.090337377
2,0.5082655199999999,0.66060176,1.233796,0.430567945
3,0.5082225650000001,0.881255465,0.2850415,1.0711951
4,0.49265380000000003,0.554511215,1.0739754000000001,0.39221306499999997
5,0.50388864,0.5898728900000001,0.73938176,-0.23274476
6,0.5035578949999999,0.32573207,0.342618395,0.5868354250000001
7,0.49629735500000005,0.5761410149999999,0.9116992150000001,0.0536410475
8,0.52058238,0.30867363000000003,0.5528496350000001,-1.00509145
9,0.51985083,0.631563785,1.1209083999999998,-0.330647525
10,0.502808395,0.62917544,0.46343937,0.317132815
11,0.5037893099999999,0.442300195,0.501912005,0.52726728
12,0.48855403,0.7342427,0.71663695,-0.3504895
13,0.5236368149999999,0.644250635,0.76547535,0.131440735
14,0.50189064,0.270658825,0.893329065,-0.611240015
15,0.50851664,0.59541182,-0.36099262,-0.2605307
16,0.5141682599999999,0.676896495,0.590972935,1.3215088000000002
17,0.506105325,0.53364021,-0.093369723,0.635414845
18,0.5037492,0.114488095,0.69232067,0.987605235
19,0.495902435,0.30907341,1.1082564499999998,1.1578727
20,0.49154012,0.64433955,1.0925470499999999,0.18231006500000002
