subject,decay_rl,decay_h,rho_rl,rho_h
1,0.466748639780194,0.46259524529885415,-0.5388332101147328,-0.7112744103937869
2,0.6430172880748899,0.2638933493680178,-0.023601676519813486,1.8849684267189546
3,0.6259321008773505,0.7058507191711823,-0.14345123412507788,-0.8590962252692025
4,0.3564923362287932,0.425263118585333,1.57737542466598,-1.419725402608114
5,0.627745513294345,0.49903065555897114,0.5066048377906476,0.8082094276951395
6,0.5825146432592392,0.23498383973189885,0.4847610509070071,0.45054758586127297
7,0.4451086009813388,0.5544611230544815,0.4920475900655539,0.6207102321003364
8,0.5980496107151785,0.4788364366899053,0.32730236115173605,1.5371475699065897
9,0.7601944929607795,0.27672296363006793,1.1009960314894425,-0.3302633315879884
10,0.797497470151102,0.4170655459551801,1.3319204005400787,0.03876551395826938
11,0.7361305189625592,0.42744571386060715,0.9784187084326453,-0.26637065729519593
12,0.5658634721644945,0.5477979889127792,0.5979885540745248,1.5289824095954607
13,0.35199153656487026,0.6911423559707677,2.164177228794964,0.02890566667384259
14,0.6828502885045307,0.31096769035481614,1.4276398500630239,0.31838550782480696
15,0.6018366152974851,0.7560681199488651,0.8372448444906448,-0.7390297040515708
16,0.6415033266143749,0.4649475627785501,0.0784037952781853,-1.2045119463675937
17,0.22912893454055025,0.3995614546155699,1.9283097695824,-0.7976062845646894
18,0.3611702415263082,0.5319385569843443,-0.16313001223358714,-0.4747908582560857
19,0.6326848649216764,0.6113272972032708,0.459088898129255,0.46016645592241934
20,0.36365649125050553,0.6535828016120125,0.679273616068214,0.4325619479064095
21,0.6221204061245799,0.5733987001097443,0.7621693256153736,0.294535728986425
22,0.4704638670538382,0.5897338112558098,0.18201593887469225,0.5871799752617831
23,0.5258756506708192,0.5258517681073949,0.3177299740417841,-1.1260173284571726
24,0.6138715518355401,0.5373188205727919,-0.04656695396055788,0.499371307588426
25,0.33514048520878,0.6508863389838159,1.2391645488053693,1.1827904834462675
26,0.23478371875156404,0.482538887290347,1.3098036334531662,1.8159454101597858
27,0.7433592459814329,0.5192815690526955,1.3468996203004457,0.47277881681366657
28,0.47839789953762035,0.484097972984058,1.1007714212833304,0.21982960969482046
29,0.5072375830633362,0.6620456699933938,0.5302684238749928,-0.2114321597778852
30,0.522471082083101,0.4658241145636061,-1.214051036753879,0.3104951216512625
31,0.33493326562059117,0.48113458141274873,0.8012588657270399,-0.2957967292779473
32,0.6783164500286837,0.7549439403535371,0.10981464936061314,0.6145587204436144
33,0.368189970917283,0.627245597346134,0.10015637489812768,-0.33628671269511634
34,0.39108807528627365,0.709268209490028,1.1754160582527997,-0.21443275009232354
35,0.7226763201694283,0.24266853503028224,0.6311220322073292,0.21956194556463676
36,0.5297172593904144,0.3349965841109078,0.485697117366813,0.5381592955226373
37,0.3777058336350538,0.2519093949726647,-0.08217238693111362,0.07765956756102815
38,0.34570159592883615,0.2477973939938683,-0.6344136243190981,1.0852392430144042
39,0.24257784421588738,0.6476669619307112,-0.8739301217425317,-0.31677032347429357
40,0.5857035123571183,0.39057052822533395,1.9099166225862112,1.1727766531117263
41,0.603193610011908,0.5090182105780059,0.8636638134056858,1.1932295752432363
42,0.2888714909052896,0.43375429532009246,0.6195603588615249,0.5620209392165776
43,0.4521323631433512,0.47716068685988977,-0.12778589077656832,0.4495363558732881
44,0.4871671762636457,0.6327589110671353,-0.09842282420629789,0.3113577867233061
45,0.33177370596687733,0.4124744083152177,-0.3767917069953487,1.1499701227381054
46,0.6321882150413027,0.43650196523049795,0.7858190762560207,-0.3525452673628715
47,0.5520356144455432,0.5191614125920505,0.3197246659400489,0.5341132002066442
48,0.4766408017170489,0.6778050882903763,1.5290970202416976,1.1419008512245468
49,0.42286117110484145,0.15366452889211193,1.0342249181002408,0.2515520259265175
50,0.8016308474682143,0.44454544114809197,0.6935673431474192,1.0527533304591004
51,0.3842112933343119,0.5035017013245996,0.9327916955179332,1.4147280273672471
52,0.34246928733740617,0.6762357264117146,0.20549253960741998,1.352480697787271
53,0.5645054936651539,0.5596073530204381,0.21508977651428662,0.1868924067697374
54,0.28441986220267607,0.4983905076912728,0.9188405608776566,1.8195308846277842
55,0.5415873501206258,0.5087977047163073,1.1828018598750378,1.570606506352228
56,0.35954046625958463,0.6431679383045561,0.12372783845663121,0.45680731540810837
57,0.5467427655992153,0.6538223653431117,0.2409312902090372,0.23202852785285394
58,0.47213181254674286,0.6184764106387916,0.40903314104827915,0.5698144266609169
59,0.43024165132394054,0.8310340851926903,0.9675833002091939,-0.08055235993857968
60,0.3959665700685736,0.6719760979488283,0.9973514744520684,1.221639833936476
61,0.5899158029290297,0.21782186172387438,1.296918832259045,0.7006563620867966
62,0.9069209861659241,0.43890234894445856,0.7966135944316006,0.561197875965849
63,0.09126718792992389,0.5925221708872002,1.210216726816904,-0.2965385102736642
64,0.34075134421067593,0.4182949588522719,1.4629579255118978,1.7616706332789311
