participant,understood_eq_felt,param,median,lo90,hi90
60e46e6f6bc0c2cdf5d077ce,TRUE,alpha_ab,0.9410009674400852,0.7145266583049638,0.9976091175956585
60e6b55696dade249aa3249b,TRUE,alpha_ab,0.9687145367991488,0.8831573257602556,0.9982477509660616
60e9f29fe1f58945339696d0,TRUE,alpha_ab,0.5751775723077,0.4150131578121215,0.7808278656208935
6661b6019ab530fb44632cc2,TRUE,alpha_ab,0.8807746110854392,0.2453264191513265,0.9958796338959527
66912a96b8dba143ceba8276,TRUE,alpha_ab,0.7247693928199159,0.5966872273093017,0.8782907340528733
66ab330c867b56b7333c7f26,TRUE,alpha_ab,0.21289682819562455,0.006273430915089365,0.9892520830244862
66ab9137e5573312997df691,TRUE,alpha_ab,0.9732914279210825,0.8771019643297512,0.9985392550929655
677009b08130c3028f6a8a6d,FALSE,alpha_ab,0.9682176813721932,0.8599043666661291,0.9984834367543672
678cc86b7a22ead21c11ea4d,TRUE,alpha_ab,0.17707897288140848,0.030686502579809642,0.847945942315932
67acd3c9faab3a14dfe87135,TRUE,alpha_ab,0.30077074790486014,0.004520488462393376,0.9809461252672974
67dae998d8f2cfb8a8e3bf03,FALSE,alpha_ab,0.49836841767647433,0.335860038806423,0.7104822560784623
67f6a640d2046b13fcf33328,TRUE,alpha_ab,0.3795622813207623,0.011031179477592282,0.9838928115432282
68598a1d4cebd213b2abb1d9,FALSE,alpha_ab,0.12953967514555223,0.06966769112904654,0.244973284475262
697ccad66fdf3bbcccb90fe4,TRUE,alpha_ab,0.13223725472712772,0.014003381004570402,0.97174881368003585
69b7e04340b00585acbb91ac,FALSE,alpha_ab,0.8952819869055308,0.7642787507426994,0.9904420168265723
69ef99a65d19811a9ddad38b,TRUE,alpha_ab,0.09695577602099376,0.009919718919472187,0.9481421078079806
69fdce52c07d954848678eaf,TRUE,alpha_ab,0.17005227365552156,0.0054232635866126025,0.9693782253738323
6a0092581cd317f1ff1765a2,FALSE,alpha_ab,0.8736340688210276,0.555531627923264,0.9951304544462878
60e46e6f6bc0c2cdf5d077ce,TRUE,beta_ab,1.0553335511370037,0.6736068726974825,1.4817590206925122
60e6b55696dade249aa3249b,TRUE,beta_ab,3.9967519735146535,3.1177195504423527,5.066834048792778
60e9f29fe1f58945339696d0,TRUE,beta_ab,2.44376838651209,1.604286052447277,3.4271210274042607
6661b6019ab530fb44632cc2,TRUE,beta_ab,0.7198252662298683,0.32450051538065555,1.359833456955859
66912a96b8dba143ceba8276,TRUE,beta_ab,4.521751668731111,3.546561333144399,5.658632851139962
66ab330c867b56b7333c7f26,TRUE,beta_ab,0.3267568472413552,-1.2157885718308958,2.569162206757373
66ab9137e5573312997df691,TRUE,beta_ab,1.8775489028986603,1.432015026158681,2.351634642893795
677009b08130c3028f6a8a6d,FALSE,beta_ab,1.9953353348375509,1.5475783424422798,2.524288145458923
678cc86b7a22ead21c11ea4d,TRUE,beta_ab,1.576245221740293,0.20960984905986002,4.058262691333151
67acd3c9faab3a14dfe87135,TRUE,beta_ab,0.2868431428240662,-0.9264639419458066,2.4404518350579436
67dae998d8f2cfb8a8e3bf03,FALSE,beta_ab,2.968535934604356,2.052544518318935,4.110745472763281
67f6a640d2046b13fcf33328,TRUE,beta_ab,0.5759758156803403,-0.07853204189140109,2.6171910495938078
68598a1d4cebd213b2abb1d9,FALSE,beta_ab,3.489814862915159,2.2710613864525384,4.879412710898564
697ccad66fdf3bbcccb90fe4,TRUE,beta_ab,1.047011842485975,-0.044591911402281956,4.509198331739159
69b7e04340b00585acbb91ac,FALSE,beta_ab,-4.790997199235624,-6.307425190966295,-3.5948741126480375
69ef99a65d19811a9ddad38b,TRUE,beta_ab,1.165071013379642,-0.2720230370078016,4.3460953662100525
69fdce52c07d954848678eaf,TRUE,beta_ab,0.40684259420295565,-0.5298476973054692,3.126850864960345
6a0092581cd317f1ff1765a2,FALSE,beta_ab,1.3496940338092993,0.923653841465047,1.9714858654015224
