alpha_pop,beta_pop,delta_pop,rho_pop
0.6211287642086805,1.0047069439641776,0.6661264031993593,-0.839439083514577
0.6851420780976722,1.5353814039981992,0.6433867524589276,-1.2206198101050685
0.7757641553036138,1.6111337688438745,0.3480967550912456,-0.7107878703198572
0.5203909841014529,2.081145111515051,0.3985456658018134,-0.770519029720643
0.6345496092385674,1.3332787120741707,0.7871386287299251,-0.6513018531181423
0.6276766354513494,1.8783373593958472,0.666987574936697,-1.2265037817788305
0.7869529965332368,1.6678646582967256,0.3503497379191348,-0.5867301193378825
0.7120335400613006,1.5122848904721917,0.3560435631092229,-0.8215882842520217
0.7968033289748888,1.5785309434504395,0.6924825390157467,-0.7791243215765873
0.5979926960684454,1.4645560492308276,0.6200405441705369,-0.8984659304702877
0.7927374960685173,1.7755896564408669,0.3395305147715449,-0.6099475335842699
0.8552771256808753,1.7071671024322346,0.2955921639669524,-0.8670306707079144
0.6288239039891679,2.218641802815167,0.6360501208628017,-0.6253275818648787
0.7805687800265824,1.3183033313611312,0.3779288517657607,-1.6103325241200381
0.8829384642629754,1.160373482177598,0.45952822409579125,-1.1834536253538634
0.7289116837941881,1.9636803688412972,0.5613080226864244,0.04969735237733153
0.6697099869672222,1.5199391960296385,0.5647763598302836,-0.5012650643401249
0.5720214651160416,1.1624660967110765,0.4060808212863835,-2.327554254257637
0.5396515513030582,1.6882162464231576,0.5346529170523,-0.4710131063862788
0.8539440360299004,1.7720976126375556,0.31980655955485915,-0.16899899823016742
0.59942116470029,1.7091542294819209,0.4914221705651352,-0.55387198620384
0.7978442227073781,1.1710892141625506,0.5489946538196464,-1.2387943732071072
0.6029380724369405,1.6747978298346489,0.45275904224443403,-0.5576613857090312
0.6792795695612734,2.263459946037099,0.4445300521171708,-0.23045199263976102
0.6229421165502061,1.6784142259901096,0.4773086310633606,-0.49406714342086017
0.6825924521345242,1.4802125218668025,0.5312273333904798,-1.4668159324027505
0.510582997832931,1.3582802951670274,0.6403785212247246,-0.910598949577607
0.6942719246262765,2.2867130347018083,0.6660712327133386,-0.8169741486564509
0.7243261932690498,2.010053422351592,0.5153556746693179,-0.6729003575545441
0.6146463760391669,1.3945307974715722,0.3666746695740549,-1.70416317320036
0.7494939379791414,1.074836840318558,0.39616626078455724,-1.0344071955005685
0.7404184670885533,2.238513605317563,0.6377341469067476,-0.9071186515163082
0.7857076262862396,2.0336321928463916,0.5207588614355139,-0.4893792193477036
0.40289812527821467,1.4135613050079092,0.543621068319153,-1.173946031199844
0.7144097523481832,1.1218936256601804,0.5741826587846843,-1.031515001373309
0.5713077865121471,2.255535972000243,0.5240931250920018,-0.9801770793425318
0.5202040371008785,2.0920002561947175,0.42267342771731664,-0.5407530092074293
0.5245869920147332,1.0293606860165916,0.5888789004145001,-0.9311825727433375
0.7477436119882873,1.6912595666063321,0.5042454491747426,-0.6181197237651772
0.7390355428690386,2.385105857699225,0.6449544890817565,-0.6527077304541243
0.5582121626678689,1.9164587858177256,0.41246227704947186,-0.5539728108938182
0.7247833000037817,2.402557264522293,0.44618226119976157,-0.8155547839779339
0.4801097378814425,1.701079363820443,0.3860216615288459,-0.7139586842374123
0.5811202263693146,2.4961721309075324,0.7003198940138824,-0.5756716154568747
0.5976313138971455,1.9390142792468568,0.46508005089933496,-0.3777130189432819
0.7883886594644236,2.688324554961221,0.44453890707766036,-0.500780050576018
0.8054293051528271,2.450160516413243,0.502124329064453,-1.0034419534648518
0.47888754470003847,2.3563022240962095,0.4215114294178437,-0.9958752901234088
0.5081302005732478,1.8745022052324074,0.5848362163955149,-1.5235971989965627
0.8356604731103675,2.58409503376839,0.33380728840797314,-0.7574018017661699
0.30492451896993356,2.4948926649800724,0.35167437484062286,-1.5266052742386944
0.5561561556737667,1.1951664711485739,0.38738543702999334,-1.1185597049876141
0.5426436696972808,2.5568972548883595,0.5709422100311203,-1.2495482931583826
0.7678625854507346,2.3492768095437704,0.3263686502590252,-0.7832718979367337
0.4179247730834693,2.52933960760983,0.39813285227367573,-1.4928481295504417
0.5032034290915091,1.011222055061924,0.38792999589005484,-0.9852394183718264
0.5732258265312677,2.11420095814596,0.6744811495865929,-1.1636022295268587
0.647643121667624,2.413652174962571,0.5125584556088704,-0.6800533332307039
0.3792652264184832,3.504678136561019,0.40664131861176583,-1.4702310997802936
0.33591089029940224,1.4015547901426506,0.5306221863661688,-0.6829236690740278
0.7355355210160928,1.7885100018352704,0.5648675466258358,-1.0585354873619706
0.6905594332468523,2.370498990934059,0.5261833550243703,-0.7544102481215513
0.8636968049030107,1.8270177609593214,0.4449653167830247,-0.713459698117168
0.4457457900091245,1.6970167454137712,0.3095414972022649,-0.6739259501832716
0.5494243284645944,1.0628327265418498,0.4562429191363255,-0.6051735837076797
0.727278675219026,1.3629564933474452,0.25847588086626966,-0.597626835755252
0.6752043996229847,1.5039846251025952,0.4075727361562017,-1.2879952871734066
0.5640640170562811,1.5962096974881597,0.3317992219809589,-0.5960671386789387
0.7143305484447116,2.2760195267320857,0.5303381970036094,-1.1202401735752268
0.653204910745137,1.974839367821855,0.47993151018469865,-0.8042783488259737
0.8017661675236845,1.3423155576853907,0.37976492751954655,-1.091957081890238
0.7569043409741416,1.5523560373610992,0.2163510240759238,-0.7547640178514387
0.862041383243512,1.84567004903528,0.5698106884963224,-0.8624602409352049
