alpha,beta,p_stay_noreward,p_stay_reward
-0.62481748,0.24299293,0.34868659,0.40568691
-0.69492169,0.26441352,0.33293911,0.39400499
-0.67859295,0.41596044,0.33657541,0.43471669
-0.67711809,0.34464286,0.33690482,0.41763848
-0.65100165,0.34899796,0.34276385,0.42506774
-0.66432804,0.23899283,0.33976805,0.39524079
-0.60931069,0.2972074,0.35221646,0.42260143
-0.6124115,0.29235856,0.3515093,0.42066285
-0.69135007,0.29034842,0.33373281,0.40107171
-0.66311587,0.30648338,0.34004002,0.41177499
-0.65282822,0.26596749,0.34235249,0.40447324
-0.69103805,0.26426249,0.33380219,0.39489656
-0.69401274,0.34277806,0.33314101,0.41308305
-0.65437696,0.26876432,0.34200388,0.40477391
-0.6564257,0.24288053,0.34154299,0.39806236
-0.65400633,0.35364701,0.34208729,0.42546965
-0.6710062,0.37057658,0.33827157,0.42545246
-0.70805974,0.28780897,0.33002771,0.39645675
-0.67674233,0.35892956,0.33698877,0.42120889
-0.70428867,0.32917885,0.33086206,0.40730689
-0.67582015,0.36086635,0.33719484,0.42190603
-0.65673813,0.25819565,0.34147273,0.40166258
-0.66895255,0.35210264,0.33873142,0.42144364
-0.72260183,0.35487132,0.3268203,0.40908952
-0.63212476,0.28740248,0.34702891,0.41466284
-0.6922977,0.33969397,0.33352213000000003,0.41275117
-0.61960078,0.24789222,0.34987225,0.40812824
-0.59674367,0.23001686,0.35508904,0.40933218
-0.59039314,0.20798091,0.35654466,0.40554523
-0.58092137,0.22041191,0.35872061,0.41083624
-0.61334168,0.1940524,0.35129729,0.39668683
-0.62675985,0.27695702,0.34824559,0.41343023
-0.67538469,0.29282407,0.33729217,0.40550946
-0.61552835,0.30044245,0.35079914,0.42187382
-0.6418378,0.21411019,0.34483122,0.39466909
-0.66016562,0.35591824,0.34070241,0.42451951
-0.6035798,0.27080254,0.35352512,0.41756503
-0.63441733,0.21719841,0.3465096,0.39718243
-0.60538023,0.24569179,0.35311375,0.41103499
-0.69009431,0.31860469,0.33401209,0.40818113
-0.65843453,0.31886154,0.34109136,0.41591321
-0.6915962,0.34295917,0.33367808,0.41371298
-0.68429415,0.32543583,0.33530357,0.41123596
-0.68447794,0.34574933,0.33526261,0.41611834
-0.7334489,0.34281565,0.32443835,0.40356487
-0.72113938,0.40992916,0.32714213,0.42281936
-0.72795715,0.44498432,0.32564318,0.4297251
-0.71431236,0.40774681,0.32864667,0.42395327
-0.69224903,0.3512969,0.33353295,0.41557821
-0.67085229,0.39681746,0.33830603,0.43191682
-0.61053496,0.24601327,0.35193718,0.40986544
-0.62076488,0.21959936,0.34960751,0.40103234
-0.60759858,0.26032698,0.35260719,0.41404421
-0.63391833,0.27557415,0.3466226,0.41136045
-0.61968542,0.22818116,0.349853,0.40335523
-0.62787334,0.29860936,0.34799291,0.41841972
-0.62984891,0.26729049,0.3475448,0.41034038
-0.73595512,0.39679514,0.32388928,0.41601354
-0.597612,0.19437618,0.35489022,0.40053515
-0.73950879,0.42182448,0.32311157,0.4212402
-0.74007653,0.41388568,0.32298741,0.41916773
-0.74221922,0.41351371,0.32251905,0.41855563
-0.64916619,0.28559109,0.34317746,0.41009441
-0.69390353,0.3168235,0.33316528,0.40683135
-0.66435407,0.33773284,0.33976221,0.41906296
-0.64898094,0.29012359,0.34321922,0.4112362
-0.65549852,0.28890141,0.34175153,0.40936354
-0.66605032,0.31309115,0.3393818,0.41266502
-0.6660968,0.25068563,0.33937138,0.39761534
-0.70404104,0.38237851,0.33091689,0.42027063
-0.71120454,0.36231882,0.32933274,0.41365266
-0.6011592,0.32805549,0.35407853,0.4321453
-0.75049249,0.31684062,0.320714,0.39325464
-0.66901479,0.36880718,0.33871748,0.42550673
-0.6612308,0.24741041,0.34046318,0.39799642
-0.67261181,0.37113439,0.33791226,0.42519636
-0.66094937,0.255578,0.34052638,0.4000225
-0.71991706,0.42345,0.32741125,0.42642137
-0.65367431,0.2491481,0.34216202,0.40022535
-0.75222704,0.47519739,0.32033623,0.43118215
-0.75254296,0.41412564,0.32026745,0.41619398
-0.69999985,0.36794983,0.33181226,0.41774191
-0.65716626,0.28340564,0.34137646,0.40763263
-0.6465213,0.27742352,0.34377388,0.40875905
-0.67739016,0.23886798,0.33684404,0.39209316
-0.6921688,0.36523478,0.33355079,0.41898681
-0.68017215,0.32871595,0.33622288,0.41302934
-0.62581309,0.33830691,0.34846051,0.4286145
-0.67469551,0.31645091,0.33744624,0.41138456
-0.65102249,0.30893731,0.34275916,0.41530305
-0.60582349,0.26832195,0.3530125,0.41641651
-0.63651877,0.2988899,0.3460339,0.41638557
-0.63952119,0.26274777,0.34535478,0.40690534
-0.64811002,0.32928253,0.34341557,0.42096152
-0.6730815,0.34168835,0.33780718,0.41790169
-0.68183565,0.39016795,0.33585173,0.42759563
-0.70825471,0.36186206,0.3299846,0.41425747
-0.70319972,0.37449031,0.33110319,0.41855468
-0.72738153,0.43508459,0.3257696,0.42744163
-0.63186858,0.31146267,0.34708696,0.42057683
-0.70279,0.31426163,0.33119394,0.40407162
-0.6648429,0.33746461,0.33965256,0.41887866
-0.65925222000000006,0.3403686,0.34090761,0.42094784
-0.65635444,0.28056409,0.34155901,0.40714261
-0.60085191,0.25906498,0.35414881,0.41537548
-0.60060524,0.25873179,0.35420524,0.41535446
-0.63366797,0.19894599,0.3466793,0.39299933
-0.57766155,0.21467804,0.35947085,0.41023753
-0.58261269,0.21074745,0.35833164,0.40809039
-0.61410953,0.22870061,0.35112233,0.404823
-0.60633189,0.18338509,0.3528964,0.39581182
-0.64379753,0.32594335,0.34438861,0.42119879
-0.69515523,0.29507341,0.33288725,0.40129268
-0.64556057,0.34362041,0.34399065,0.42508326
-0.62634061,0.32348648,0.34834076,0.42485992
-0.72404689,0.32130115,0.32650245,0.40065283
-0.60117651,0.28823394,0.35407457,0.42239665
-0.67232224,0.21946655,0.33797705,0.38868202
-0.66081093,0.28615821,0.34055747,0.40741724
-0.67724225,0.36086581,0.33687708,0.42155909
-0.6932553,0.30840986,0.33330931,0.40495877
-0.68455865,0.30853071,0.33524462,0.40708527
-0.6851174,0.30925314,0.33512011,0.40712477
-0.61012008,0.26060779,0.35203181,0.41350069
-0.64681116,0.29108186,0.34370849,0.41199377
-0.68196126,0.27604536,0.33582371,0.39989182
-0.68196126,0.27604536,0.33582371,0.39989182
-0.68478203,0.26108475,0.33519484,0.39563236
-0.57862446,0.26310515,0.35924917,0.42176811
