participant,reward_nback,p_stay,condition,lag
5c41f9ce4fe4f800016dfaac,0,0.3088235294117647,Not rewarded,2
5c41f9ce4fe4f800016dfaac,1,0.6,Rewarded,2
60e46e6f6bc0c2cdf5d077ce,0,0.08823529411764706,Not rewarded,2
60e46e6f6bc0c2cdf5d077ce,1,0.38571428571428573,Rewarded,2
60e6b55696dade249aa3249b,0,0.5373134328358209,Not rewarded,2
60e6b55696dade249aa3249b,1,0.8461538461538461,Rewarded,2
60e9f29fe1f58945339696d0,0,0.2328767123287671,Not rewarded,2
60e9f29fe1f58945339696d0,1,0.5538461538461539,Rewarded,2
651d64e4756ee3358eeb981f,0,0.3225806451612903,Not rewarded,2
651d64e4756ee3358eeb981f,1,0.631578947368421,Rewarded,2
65feaaac53eb219f09ad5ea0,0,0.2608695652173913,Not rewarded,2
65feaaac53eb219f09ad5ea0,1,0.2318840579710145,Rewarded,2
6661b6019ab530fb44632cc2,0,0.20833333333333334,Not rewarded,2
6661b6019ab530fb44632cc2,1,0.3181818181818182,Rewarded,2
66912a96b8dba143ceba8276,0,0.3188405797101449,Not rewarded,2
66912a96b8dba143ceba8276,1,0.6666666666666666,Rewarded,2
66ab330c867b56b7333c7f26,0,0.42857142857142855,Not rewarded,2
66ab330c867b56b7333c7f26,1,0.39705882352941174,Rewarded,2
66ab9137e5573312997df691,0,0.16666666666666666,Not rewarded,2
66ab9137e5573312997df691,1,0.3333333333333333,Rewarded,2
677009b08130c3028f6a8a6d,0,0.2876712328767123,Not rewarded,2
677009b08130c3028f6a8a6d,1,0.5230769230769231,Rewarded,2
678cc86b7a22ead21c11ea4d,0,0.34210526315789475,Not rewarded,2
678cc86b7a22ead21c11ea4d,1,0.4032258064516129,Rewarded,2
6790e119760887e0183e64f5,0,0.08695652173913043,Not rewarded,2
6790e119760887e0183e64f5,1,0.3548387096774194,Rewarded,2
67acd3c9faab3a14dfe87135,0,0.19718309859154928,Not rewarded,2
67acd3c9faab3a14dfe87135,1,0.3582089552238806,Rewarded,2
67d588ee7c65706eaccfb45a,0,0.2463768115942029,Not rewarded,2
67d588ee7c65706eaccfb45a,1,0.5507246376811594,Rewarded,2
67d9815c22d7594f00bd8280,0,0.06666666666666667,Not rewarded,2
67d9815c22d7594f00bd8280,1,0.11538461538461539,Rewarded,2
67dae998d8f2cfb8a8e3bf03,0,0.24193548387096775,Not rewarded,2
67dae998d8f2cfb8a8e3bf03,1,0.8026315789473685,Rewarded,2
67f6a640d2046b13fcf33328,0,0.136986301369863,Not rewarded,2
67f6a640d2046b13fcf33328,1,0.18461538461538463,Rewarded,2
68598a1d4cebd213b2abb1d9,0,0.25757575757575757,Not rewarded,2
68598a1d4cebd213b2abb1d9,1,0.5972222222222222,Rewarded,2
697ccad66fdf3bbcccb90fe4,0,0.34615384615384615,Not rewarded,2
697ccad66fdf3bbcccb90fe4,1,0.26666666666666666,Rewarded,2
6982544679288685d8a0199f,0,0.27631578947368424,Not rewarded,2
6982544679288685d8a0199f,1,0.6774193548387096,Rewarded,2
6982fc304b8a81e87d40e5bd,0,0.24285714285714285,Not rewarded,2
6982fc304b8a81e87d40e5bd,1,0.29411764705882354,Rewarded,2
69a1a0ea10a7df83e3887c25,0,0.17333333333333334,Not rewarded,2
69a1a0ea10a7df83e3887c25,1,0.5714285714285714,Rewarded,2
69a7048762f2aacbfb3c2f02,0,0.3013698630136986,Not rewarded,2
69a7048762f2aacbfb3c2f02,1,0.4,Rewarded,2
69b7e04340b00585acbb91ac,0,0.7586206896551724,Not rewarded,2
69b7e04340b00585acbb91ac,1,0.15,Rewarded,2
69bafd2bf7b48bfde494d532,0,0.15,Not rewarded,2
69bafd2bf7b48bfde494d532,1,0.32051282051282054,Rewarded,2
69d04f34ccb85dbac4c3628c,0,0.42857142857142855,Not rewarded,2
69d04f34ccb85dbac4c3628c,1,0.25333333333333335,Rewarded,2
69de2b262f16bdb2c0122847,0,0.35,Not rewarded,2
69de2b262f16bdb2c0122847,1,0.34615384615384615,Rewarded,2
69ef99a65d19811a9ddad38b,0,0.2222222222222222,Not rewarded,2
69ef99a65d19811a9ddad38b,1,0.19696969696969696,Rewarded,2
69fdce52c07d954848678eaf,0,0.273972602739726,Not rewarded,2
69fdce52c07d954848678eaf,1,0.2923076923076923,Rewarded,2
6a0092581cd317f1ff1765a2,0,0.21052631578947367,Not rewarded,2
6a0092581cd317f1ff1765a2,1,0.5161290322580645,Rewarded,2
6a01c4c8248651c0157c76c5,0,0.22580645161290322,Not rewarded,2
6a01c4c8248651c0157c76c5,1,0.47368421052631576,Rewarded,2
6a087d170d5521dd2055e045,0,0.17391304347826086,Not rewarded,2
6a087d170d5521dd2055e045,1,0.2028985507246377,Rewarded,2
6a09ed98e46b23c32ad77c35,0,0.19117647058823528,Not rewarded,2
6a09ed98e46b23c32ad77c35,1,0.42857142857142855,Rewarded,2
6a0ac6bc5fb56e6d7f8e6569,0,0.6349206349206349,Not rewarded,2
6a0ac6bc5fb56e6d7f8e6569,1,0.8266666666666667,Rewarded,2
