"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","win_chance","device_type","blur_count","fullscreen_exit_count","failed_attention_checks","success","timeout","failed_images","failed_audio","failed_video","phase","rt","stimulus","response","question_order","view_history","trial_name","value","task","block_number","trial_number","choice_key","choice_location","choice_color","choice_key_oneback","choice_location_oneback","choice_color_oneback","unavailable_key","unavailable_location","unavailable_color","unavailable_key_oneback","unavailable_location_oneback","unavailable_color_oneback","reward_oneback","reward","total_score","total_score_oneback","coin_earned","coin_earned_oneback","is_choice_valid","is_timeout_reached"
"pavlovia","0","2262","0.0-0.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","4767","0.0-2.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","19417","0.0-3.0-0.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","captcha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","3","28413","0.0-4.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","true","","","","","setup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","29506","0.0-5.0-0.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","screening","1092","
            <div style=""max-width: 600px; text-align: left; font-family: sans-serif; font-size: 1.1rem;"">
                <b>Before we start, we need to ask you some personal questions.</b><br><br>
                Please note that all data is anonymized.
                You will be paid for your time regardless of your answers.
            </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","5","57846","0.0-5.0-1.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","screening","28337","","{""psychiatric"":""No"",""schizophrenia"":""No"",""addiction"":""No"",""asd"":""No"",""adhd"":""No"",""dementia"":""No"",""head_injury"":""No""}","[0,1,2,3,4,5,6]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","65203","0.0-6.0-0.0-0.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","color_blindness","7355","<p>Before we begin, we need to check your color vision.<br>Please select the digit you see in the picture.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","71264","0.0-6.0-0.0-1.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","color_blindness","6059","","{""color_blind1"":""3""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","8","74678","0.0-6.0-0.0-2.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","color_blindness","3411","","{""color_blind2"":""5""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","9","92175","0.0-7.0-0.0","6698ddf6944e573cf5ceb7a3","not_provided","0.5","desktop","0","0","0","","","","","","demographics","17491","","{""age"":""35"",""sex"":""female""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
