delta_pop,rho_pop
0.3854774702722027,0.4408021963162768
0.4262332884942258,1.022095969414051
0.48824432579900556,1.3262236749440017
0.6445475344041778,1.176802542320839
0.6135427005899396,0.9728620997234522
0.5296483345060427,0.6373746829838661
0.45428001035727716,0.3826554719346936
0.3873464533857147,-0.08824914634992809
0.47113121393996626,-0.1283307270295747
0.43318073964143533,-0.317476467495113
0.46363862785554183,-1.2947390315568728
0.5719451345194664,0.36615906098654905
0.342605113395695,0.5557490423699843
0.45832894888193365,-0.14424551949794237
0.6642819108740355,0.10261566405726949
0.5178380880432522,1.5898263982916097
0.47525435571815716,-0.5478989871407782
0.5035549027428046,0.07021424648569938
0.38388888055076553,0.9260639116978481
0.38589300224209533,1.1565537611407837
0.590035160187771,0.6509983136941774
0.2567167755625856,0.5974113245776844
0.5641254264218031,0.45156423900202064
0.8015213478033915,0.41559690437149766
0.5514938288233847,0.21648735562609178
0.5633440147952742,0.11230382011126121
0.6984181492686083,-0.17310236611917001
0.2479201611518148,1.3636440562592895
0.7589104701366722,1.1022051991755846
0.26658140535355485,0.092225119615167
0.6564048555863988,-0.0023923053832376885
0.6296465461352296,0.07920285496112772
0.737380008240667,0.9324899336134858
0.5788613420984194,-0.23764018553762697
0.5847502767105628,0.4352873739661489
0.1792468299708933,0.8501656266808738
0.565375018608383,0.5890173625498675
0.6813770120417996,-0.671337606415611
0.44115115719352543,0.7212012912684864
0.22296749716282477,0.15075412495295867
0.5304584388361288,0.1635015738312698
0.3001132573269433,0.13841146830658344
0.2721331837955819,1.4129376857445937
0.4281440124223333,-1.0059092926366346
0.3847150587389484,0.2782371416522618
0.5179753487446003,0.004741858273244382
0.4941498723774914,0.5334806659952602
0.44625995347912395,0.3493982742660048
0.41209588662148383,1.3951219319193915
0.38099650765865245,-1.3614502796615149
0.46908895642182896,0.9155250405358885
0.72520029922137,0.9680028667791754
0.767558042492848,-0.40626647098222396
0.5319409391525307,0.2786587784932557
0.37945218007109993,0.4653046541628934
0.43386708107508604,0.8785181871156357
