alpha_rl_pop,alpha_per_pop,beta_rl_pop,beta_per_pop
0.6050375833566924,0.45436415945985625,1.3844081878350276,-0.30085899476663447
0.7898110864535165,0.33006006568690016,1.2986362791013184,-0.854594288459049
0.7789045126320648,0.37784043058979094,1.5762259779058616,-0.6393056295533518
0.6584064753398872,0.29937855180518563,1.4523188112406349,-0.528454913840837
0.13852116195261216,0.32617255841499754,1.8649076147451797,-0.572754091211645
0.9105058756611828,0.4128868372435221,1.4418389513988135,-0.5456197519637711
0.8307097690503724,0.2933088277474431,1.483776150477432,-0.5624912460427658
0.3972439894833657,0.2792759316002671,1.5542989241871776,0.05837569862185268
0.32078212201598716,0.523174933276436,2.2124223948415227,-0.2640234634682346
0.9769525717306728,0.41318364573353333,1.540275001263057,-0.23296321317307478
0.6056625317708999,0.4149180948102754,1.3490695434918563,-0.8596628063168753
0.7027280085856082,0.3977609720930102,1.3795929307992856,-0.445801289257062
0.750579679342936,0.5702212788943269,1.5829020995240182,0.2669528095178848
0.7066478724890133,0.21522130587220686,1.4747611889419023,-0.21293062529671405
0.7021442317021777,0.4649191012962062,1.5554866459453134,-1.0482272108508068
0.9911606544123592,0.3230216808066274,1.7085781263418,-0.43853081410539574
0.5355902136083508,0.3567252277189058,1.5832161018071644,-0.8358601848282408
0.913234392727748,0.6810557950051063,1.620935899780128,0.09423108791172806
0.85302545951714,0.306233040571124,1.5456601561498784,-0.5021768537945949
0.736934821248055,0.48455249405331835,1.4943085326220897,-0.8702757870056891
0.9547047279281813,0.5033484625047644,1.2137223985396268,-0.4923107926832981
0.818394686072804,0.4409807252995305,1.6016861515199885,-0.20280028863715666
0.6083882733665739,0.23383356139715922,1.8971831854724153,1.668798198379284
0.6366936889483318,0.5508252089986566,1.4680953930822653,-1.0851143571820316
0.9729121236600072,0.26404587048102557,1.1918315864342623,-0.28738187857671327
0.451555297993689,0.33267608740541205,1.8826644034994948,-0.5506756029542765
0.827581944425685,0.40235479109083955,1.660220876638138,-0.5736105101744934
0.8305800539954626,0.34929843615726563,1.289689057245982,-0.26289899079337936
0.9242145311615354,0.36036556500541395,1.50273971391072,-0.9460228436702479
0.8321885833572676,0.45950627017297363,1.673112444014647,-1.0236101617056401
0.9956422725116439,0.4010930358686524,1.4961443560984238,-0.4807219295356273
0.6564185361127547,0.25386003248187494,1.3117744337707284,-0.35884900998215596
0.6436255717058383,0.36031131196440425,1.5546723510849878,-0.9670429145242658
0.8200194078492741,0.4466192212608295,1.3312722803595576,-0.3914191222916455
0.8198823903768682,0.43102517732968354,1.8585746125310496,-0.4768465240807252
0.644030364492482,0.47327805758390484,1.397740944541769,-0.12351429897622385
0.6193668365170872,0.35877739393103925,1.3914338932171657,-0.830223788929367
0.8428551003937272,0.30117274408739586,1.3825529991710968,-0.32391575491503527
0.5757511408573898,0.33833036036805286,1.6743000994555628,-0.5753533915839308
0.7466797179158189,0.6142321765243227,1.5776650661102734,-0.3497010692503628
0.6290753623059443,0.37403643979045803,1.545675891686133,-0.6199530588125127
0.5396895264257758,0.367912015604809,1.1762473397395288,-0.23090483567010855
0.8083773688941057,0.42929238283615945,1.6588309570383057,-0.6302094038874476
0.8200014139537986,0.3041438874316927,1.681444715889551,0.16042362741780594
0.5220492191520391,0.3327268322726725,1.4875522598075166,-0.3415396324154139
0.20888359898282713,0.515892748335829,1.5224104653176933,-0.5214058212744063
0.9390752373744842,0.15074852083159768,1.38003551496398,-0.7951813626052736
0.6539689238996723,0.21618277398394956,1.335546898413978,0.010235325859973207
0.6509443818033454,0.4047676616421091,1.6124903671351423,-0.9975957011222288
0.9615635220944405,0.22386413579686226,1.174537153085853,-1.053761872677761
0.8756411773343683,0.47529616999497787,1.3547406114766505,-1.0627830347029525
0.8084954245952912,0.4875134766948113,1.1607582537980985,-0.527407540856271
0.6820786814613761,0.5075173486754659,1.7659349383902194,-0.8509840135175286
0.792297538823663,0.2577895245109493,1.266216175715377,-0.8738260324292033
