participant,param,median,lo90,hi90
5c41f9ce4fe4f800016dfaac,alpha_rl_qde,0.9954135782052209,0.8896868289218192,0.9999973733751824
60e46e6f6bc0c2cdf5d077ce,alpha_rl_qde,0.9891745295869683,0.8179843603017951,0.9999931482729288
60e6b55696dade249aa3249b,alpha_rl_qde,0.9950275656837388,0.8812041116544912,0.9999965818448567
60e9f29fe1f58945339696d0,alpha_rl_qde,0.6570075116074207,0.45131670520036293,0.9985264693262014
651d64e4756ee3358eeb981f,alpha_rl_qde,0.9854411350652721,0.7094041126897707,0.999993472688792
65feaaac53eb219f09ad5ea0,alpha_rl_qde,0.0330398686900477,3.1534649155883954e-5,0.9995605489741758
6661b6019ab530fb44632cc2,alpha_rl_qde,0.9762844477734168,0.39279811299908707,0.999990693002359
66912a96b8dba143ceba8276,alpha_rl_qde,0.9693714084037721,0.7089121061037243,0.9999901331079496
66ab330c867b56b7333c7f26,alpha_rl_qde,0.008831695582540093,1.2326515781465467e-5,0.994520625210556
66ab9137e5573312997df691,alpha_rl_qde,0.9944706173245119,0.8937457198172378,0.9999972373787027
677009b08130c3028f6a8a6d,alpha_rl_qde,0.9950868993667984,0.8890269264528868,0.9999952519006434
678cc86b7a22ead21c11ea4d,alpha_rl_qde,0.17824786603137097,0.032509108392637834,0.5799510556923401
6790e119760887e0183e64f5,alpha_rl_qde,0.9561395863916435,0.5022893010889242,0.9999889172501569
67acd3c9faab3a14dfe87135,alpha_rl_qde,0.0803670499120565,4.186528776721274e-5,0.9994169232591276
67d588ee7c65706eaccfb45a,alpha_rl_qde,0.9890381239779618,0.7294615407462004,0.9999954994197426
67d9815c22d7594f00bd8280,alpha_rl_qde,0.9963697219792824,0.9143309388498317,0.9999974373098439
67dae998d8f2cfb8a8e3bf03,alpha_rl_qde,0.532580818105195,0.36172843102405144,0.7704342103050495
67f6a640d2046b13fcf33328,alpha_rl_qde,0.5237843868746372,0.01411142181066419,0.9999304387881229
68598a1d4cebd213b2abb1d9,alpha_rl_qde,0.12139625583217523,0.010408138747646364,0.2852950243018805
697ccad66fdf3bbcccb90fe4,alpha_rl_qde,0.061175453196868665,1.670308165609417e-4,0.9947125816988525
6982544679288685d8a0199f,alpha_rl_qde,0.3630212093433881,0.17895015458378064,0.7409757391863808
6982fc304b8a81e87d40e5bd,alpha_rl_qde,0.9934389410220129,0.8325664101055443,0.9999952703747114
69a1a0ea10a7df83e3887c25,alpha_rl_qde,0.4286110727587501,0.2815811979145335,0.684024851972329
69a7048762f2aacbfb3c2f02,alpha_rl_qde,0.9238841330309708,0.5181903207643681,0.9999784991743559
69b7e04340b00585acbb91ac,alpha_rl_qde,0.0019779712582629273,4.861711157268251e-6,0.04245141481809285
69bafd2bf7b48bfde494d532,alpha_rl_qde,0.9539736121892088,0.08377470287919622,0.9999846721175094
69d04f34ccb85dbac4c3628c,alpha_rl_qde,0.0024215962477852557,7.55435251403431e-6,0.048234803025958714
69de2b262f16bdb2c0122847,alpha_rl_qde,0.9890629918182314,0.12882496794886486,0.9999936861287978
69ef99a65d19811a9ddad38b,alpha_rl_qde,0.06437297528047446,8.069373180648718e-4,0.30342705454157964
69fdce52c07d954848678eaf,alpha_rl_qde,0.03739707641762553,7.289050167848619e-5,0.5233121166759933
6a0092581cd317f1ff1765a2,alpha_rl_qde,0.9614799999823053,0.6688780054632614,0.9999848670346307
6a01c4c8248651c0157c76c5,alpha_rl_qde,0.762440819543496,0.32257628881518907,0.9998875602674658
6a087d170d5521dd2055e045,alpha_rl_qde,0.0036991979067680534,9.15590707896762e-6,0.5275101678035051
6a09ed98e46b23c32ad77c35,alpha_rl_qde,0.9929730097421459,0.8663706713981922,0.9999968889505579
6a0ac6bc5fb56e6d7f8e6569,alpha_rl_qde,0.30468738164686016,5.943339339499607e-5,0.9998923808205576
5c41f9ce4fe4f800016dfaac,alpha_per_qde,0.12158873891332808,0.007254089109699683,0.9670584107655472
60e46e6f6bc0c2cdf5d077ce,alpha_per_qde,0.3998585662454759,0.2844137343221073,0.5342372552022855
60e6b55696dade249aa3249b,alpha_per_qde,0.8639462095097344,0.4053842224423085,0.992714406033289
60e9f29fe1f58945339696d0,alpha_per_qde,0.20072269633734124,0.004928723782690117,0.9682122444918364
651d64e4756ee3358eeb981f,alpha_per_qde,0.130936667051235,0.03644043054008449,0.8405854887153358
65feaaac53eb219f09ad5ea0,alpha_per_qde,0.7014165238633151,0.5808652047295639,0.8086730281047093
6661b6019ab530fb44632cc2,alpha_per_qde,0.2295579344596837,0.0045537008966236164,0.8280887354625641
66912a96b8dba143ceba8276,alpha_per_qde,0.02462180866774797,0.009197761848103687,0.19472130073754287
66ab330c867b56b7333c7f26,alpha_per_qde,0.08802162625688773,0.04672769469721019,0.1799077200413532
66ab9137e5573312997df691,alpha_per_qde,0.3448454693812647,0.23242678832147132,0.48474177864598555
677009b08130c3028f6a8a6d,alpha_per_qde,0.925791754569558,0.1723527603541847,0.9956665584666775
678cc86b7a22ead21c11ea4d,alpha_per_qde,0.6910248460158648,0.370608231178279,0.9824302999171355
6790e119760887e0183e64f5,alpha_per_qde,0.47485009659193705,0.27528460648833175,0.7317412924939024
67acd3c9faab3a14dfe87135,alpha_per_qde,0.5774872199250713,0.4063926375786639,0.7814284047202635
67d588ee7c65706eaccfb45a,alpha_per_qde,0.7180516781977668,0.01205651412202495,0.9889806807157397
67d9815c22d7594f00bd8280,alpha_per_qde,0.2422301884199847,0.1682170309975937,0.3322364062930652
67dae998d8f2cfb8a8e3bf03,alpha_per_qde,0.766587223094215,0.005584489418102604,0.9940104071010872
67f6a640d2046b13fcf33328,alpha_per_qde,0.46121286886710766,0.3342648839558983,0.6191619024915518
68598a1d4cebd213b2abb1d9,alpha_per_qde,0.8688429942731144,0.01413755683802264,0.9928168732796893
697ccad66fdf3bbcccb90fe4,alpha_per_qde,0.1395296809441064,0.0057282964789846956,0.9283771004964568
6982544679288685d8a0199f,alpha_per_qde,0.13273821635155797,0.004324509400941361,0.962310264936793
6982fc304b8a81e87d40e5bd,alpha_per_qde,0.7910993790967853,0.015314304380210045,0.9942015003726901
69a1a0ea10a7df83e3887c25,alpha_per_qde,0.7370807522867091,0.5633381724669124,0.9189123509965615
69a7048762f2aacbfb3c2f02,alpha_per_qde,0.7281855763711313,0.016309005689704746,0.9847257233325596
69b7e04340b00585acbb91ac,alpha_per_qde,0.9398747733109191,0.7584245968781369,0.9971417389763098
69bafd2bf7b48bfde494d532,alpha_per_qde,0.6771310395049188,0.5458313186748183,0.8143665357853233
69d04f34ccb85dbac4c3628c,alpha_per_qde,0.07134468491317608,0.009267854001403413,0.7051030979037428
69de2b262f16bdb2c0122847,alpha_per_qde,0.04393450438413982,0.012467943445798027,0.12314764593912624
69ef99a65d19811a9ddad38b,alpha_per_qde,0.452796995516197,0.19455566253221046,0.7665958643009243
69fdce52c07d954848678eaf,alpha_per_qde,0.21314822412044748,0.06385487611224223,0.4509696832047396
6a0092581cd317f1ff1765a2,alpha_per_qde,0.7329367923605689,0.3698757076764469,0.9817538003813701
6a01c4c8248651c0157c76c5,alpha_per_qde,0.7073131540064379,0.009289672553033477,0.9883600075311522
6a087d170d5521dd2055e045,alpha_per_qde,0.5746014398269976,0.33162678954529917,0.8147257073938923
6a09ed98e46b23c32ad77c35,alpha_per_qde,0.5049702951395585,0.08462813539320527,0.931069528765295
6a0ac6bc5fb56e6d7f8e6569,alpha_per_qde,0.41698143171569024,0.29113119341843835,0.6110281973034503
5c41f9ce4fe4f800016dfaac,beta_rl_qde,2.0018858044331096,1.497944310426628,2.545392993274304
60e46e6f6bc0c2cdf5d077ce,beta_rl_qde,1.9015738349569653,1.3982475864656219,2.4903719240642
60e6b55696dade249aa3249b,beta_rl_qde,2.6843692240302026,1.7137702268488861,3.9540302850523257
60e9f29fe1f58945339696d0,beta_rl_qde,1.9637256437032367,1.0915482012106972,3.0829454466224417
651d64e4756ee3358eeb981f,beta_rl_qde,1.4348656196144467,1.0148231443830482,1.9753207161392192
65feaaac53eb219f09ad5ea0,beta_rl_qde,0.9052568885130001,0.3184311386110804,3.2092085143142555
6661b6019ab530fb44632cc2,beta_rl_qde,0.7910749985065129,0.45062755978687935,1.3114368714607356
66912a96b8dba143ceba8276,beta_rl_qde,3.352610237064202,2.514616561151685,4.822962471162742
66ab330c867b56b7333c7f26,beta_rl_qde,1.1965749481444212,0.30128700978326606,3.4855523326696467
66ab9137e5573312997df691,beta_rl_qde,2.8615319004645507,2.229785083796333,3.569822408670833
